"","JOURNAL","YEAR","VOLUME","ISSUE","editor_id.x","editor_id.y","FIRST_NAME","MIDDLE_NAME","LAST_NAME","TITLE","CATEGORY","INST","UNIT","CITY","STATE","COUNTRY","COUNTRY_Prior_Class","geo.code","geo.code_Prior_Class","GENDER","NOTES"
"149","OECOL",1990,82,1,"2946",NA,"Peter",NA,"Vitousek","Editorial.Board","SE","missing","missing","missing","missing","USA",NA,"USA",NA,NA,"DOUBLE CHECK INST"
"150","OECOL",2004,138,1,"586",NA,"Carol",NA,"Vleck","Editorial.Board","SE","missing","missing","missing","missing","USA",NA,"USA",NA,NA,"DOUBLE CHECK INST"
"151","OECOL",2013,171,1,"587",NA,"Christian",NA,"Voigt","Handling.Editor","SE","missing","missing","missing","missing","Germany",NA,"DEU",NA,NA,"DOUBLE CHECK INST"
"152","OECOL",2007,150,4,"1374",NA,"Hakan",NA,"Wallander","Editorial.Board","SE","missing","missing","missing","missing","Sweden",NA,"SWE",NA,NA,"DOUBLE CHECK INST"
"153","OECOL",2014,174,1,"2255",NA,"Laurence",NA,"Ward","Handling.Editor","SE","missing","missing","missing","missing","USA",NA,"USA",NA,NA,"DOUBLE CHECK INST"
"154","OECOL",1985,65,2,"225",NA,"Andrew",NA,"Watkinson","Editorial.Board","SE","missing","missing","missing","missing","United Kingdom",NA,"GBR",NA,NA,"DOUBLE CHECK INST"
"155","OECOL",1985,65,2,"3817",NA,"Wolfgang","W","Weisser","Editorial.Board","SE","missing","missing","missing","missing","Austria",NA,"AUT",NA,NA,"DOUBLE CHECK INST"
"156","OECOL",1999,118,4,"2606",NA,"Mark",NA,"Westoby","Editorial.Board","SE","missing","missing","missing","missing","Australia",NA,"AUS",NA,NA,"DOUBLE CHECK INST"
"157","OECOL",2014,174,1,"232",NA,"Aaron",NA,"Wirsing","Handling.Editor","SE","missing","missing","missing","missing","USA",NA,"USA",NA,NA,"DOUBLE CHECK INST"
"158","OECOL",2011,165,1,"599",NA,"Christian",NA,"Wirth","Handling.Editor","SE","missing","missing","missing","missing","Germany",NA,"DEU",NA,NA,"DOUBLE CHECK INST"
"159","OECOL",1990,82,1,"1380",NA,"Henk",NA,"Wolda","Editorial.Board","SE","missing","missing","missing","missing","Panama",NA,"PAN",NA,NA,"DOUBLE CHECK INST"
"160","OECOL",1997,109,4,"3706",NA,"Volkmar",NA,"Wolters","Editorial.Board","SE","missing","missing","missing","missing","Germany",NA,"DEU",NA,NA,"DOUBLE CHECK INST"
"161","OECOL",1999,118,4,"923",NA,"Dan",NA,"Yakir","Editorial.Board","SE","missing","missing","missing","missing","Israel",NA,"ISR",NA,NA,"DOUBLE CHECK INST"
"162","OECOL",2006,146,4,"1382",NA,"Hannu",NA,"Ylonen","Editorial.Board","SE","missing","missing","missing","missing","Finland",NA,"FIN",NA,NA,"DOUBLE CHECK INST"
"163","OECOL",1985,65,2,"1384",NA,"Hubert",NA,"Ziegler","Editorial.Board","SE","missing","missing","missing","missing","Germany",NA,"DEU",NA,NA,"DOUBLE CHECK INST"
"164","OECOL",1985,65,2,"1385",NA,"Helmut",NA,"Zwolfer","Editorial.Board","SE","missing","missing","missing","missing","Germany",NA,"DEU",NA,NA,"DOUBLE CHECK INST"
