"","journal","year","editor_id","first_name","middle_name","last_name","title","category.x","name","unit","city.x","state","country","geo.code_prior_class","geo.code","income_level","region","source.x","unitid","city.y","stabbr","category.y","classification","source.y"
"401","newphyt",2001,2560,"peter","s","curtis","editor","se","ohio state university","ecology evolution & organismal biology","columbus","OH","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"402","oecol",2005,911,"elizabeth",NA,"marschall","editorial.board","se","ohio state university",NA,"columbus",NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"403","oikos",2008,3932,"thomas",NA,"waite","subject.editor","se","ohio state university",NA,"columbus","OH","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"404","ajb",2010,1456,"john",NA,"freudenstein","ae","se","ohio state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"405","evol",2010,2011,"laura",NA,"kubatko","ae","se","ohio state university",NA,"columbus","OH","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"406","ecology",1985,2554,"peter","l","chesson",NA,"se","ohio state university",NA,"columbus","OH","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"407","oecol",1993,722,"donald","b","miles","editorial.board","se","ohio university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"408","ajb",1995,1151,"gar",NA,"rothwell","ae","se","ohio university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"409","plantecol",2000,298,"brian","c","mccarthy","editor","se","ohio university","department of environmental and plant biology","athens","OH","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"410","jecol",2013,1124,"glenn","r","matlack","se","se","ohio university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"411","ajb",2014,3221,"sarah",NA,"wyatt","ae","se","ohio university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"412","bitr",2001,2068,"laurie",NA,"vitt","se","se","oklahoma museum of natural history",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"413","fem",2002,483,"craig","r","mckinley","editorial.advisory.board","se","oklahoma state university",NA,"stillwater","OK","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"414","funecol",2011,1481,"jennifer",NA,"grindstaff","associate editor","ae","oklahoma state university",NA,NA,"OK","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"415","oecol",2005,3470,"william","j","resetarits","editorial.board","se","old dominion university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","232982","norfolk","va","15","doctoral","carnegie"
"416","fem",1985,1743,"john","c","tappeiner","editorial.advisory.board","se","oregon state university",NA,"corvallis","OR","usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"417","oecol",1986,1590,"jane",NA,"lubchenco","editorial.board","se","oregon state university",NA,"corvallis",NA,"usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"418","conbio",1991,1487,"james",NA,"hall","se","se","oregon state university",NA,"corvallis","OR","usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"419","conbio",1991,2911,"reed",NA,"noss","se","se","oregon state university",NA,"corvallis","OR","usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"420","leco",1993,3580,"j","a","wiens","se","se","oregon state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"421","conbio",1994,748,"david",NA,"perry","se","se","oregon state university",NA,"corvallis","OR","usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"422","ajb",1995,260,"barbara",NA,"gartner","ae","se","oregon state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"423","conbio",1995,19,"andrew","r","blaustein","se","se","oregon state university","zoology","corvallis","OR","usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"424","conbio",1996,3455,"william","c","mccomb","se","se","oregon state university",NA,"corvallis","OR","usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"425","fem",1998,1359,"james","r","boyle","editorial.advisory.board","se","oregon state university",NA,"corvallis","OR","usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"426","oecol",2001,287,"beverly",NA,"law","editorial.board","se","oregon state university",NA,"corvallis",NA,"usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"427","fem",2003,2201,"mark","e","harmon","editorial.advisory.board","se","oregon state university",NA,"corvallis","OR","usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"428","newphyt",2004,3604,"steven","h","strauss","editor","se","oregon state university",NA,"corvallis","OR","usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"429","leco",2005,3341,"t",NA,"spies","se","se","oregon state university","forestry sciences laboratory","corvallis","OR","usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"430","oecol",2006,1012,"frederick","c","meinzer","editorial.board","se","oregon state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"431","oikos",2008,938,"eric",NA,"seabloom","subject.editor","se","oregon state university",NA,"corvallis","OR","usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"432","ajb",2009,126,"aaron",NA,"liston","ae","se","oregon state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"433","amnat",2009,1997,"lynne","d","houck","editorial.board","se","oregon state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"434","fem",2010,1255,"hailemariam",NA,"temesgen","editorial.advisory.board","se","oregon state university",NA,"corvallis","OR","usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"435","oecol",2010,3474,"w","douglas","robinson","handling.editor","se","oregon state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"436","ajb",2012,299,"bruce",NA,"mccune","ae","se","oregon state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"437","biocon",2014,3473,"william","j","ripple","eb","se","oregon state university",NA,"corvallis","OR","usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"438","ecology",1987,2976,"richard","h","waring",NA,"se","oregon state university",NA,"corvallis","OR","usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"439","ecology",1996,303,"bruce",NA,"menge",NA,"se","oregon state university",NA,"corvallis","OR","usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"440","ecology",1999,2214,"mark","a","hixon",NA,"se","oregon state university",NA,"corvallis","OR","usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"441","ecology",2005,1526,"julia","a","jones",NA,"se","oregon state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"442","ecology",2013,1961,"lorenzo",NA,"ciannelli",NA,"se","oregon state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","209542","corvallis","or","15","doctoral","carnegie"
"443","bitr",2013,3142,"sarah",NA,"otterstrom","se","se","paso pacifico",NA,"ventura",NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"444","evol",1986,194,"andrew","green","stephenson","ae","se","pennsylvania state university",NA,"university","PA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"445","evol",1989,38,"andrew","green","clark","ae","se","pennsylvania state university",NA,"university","PA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"446","conbio",1999,537,"christopher",NA,"uhl","se","se","pennsylvania state university",NA,"state college","PA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"447","jane",2005,2602,"pete","j","hudson","ae","se","pennsylvania state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"448","jane",2006,2491,"ottar",NA,"bjornstad","ae","se","pennsylvania state university",NA,"pennsylvania",NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"449","oecol",2007,1529,"jason","p","kaye","editorial.board","se","pennsylvania state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"450","evol",2009,169,"andrew",NA,"read","ae","se","pennsylvania state university",NA,"university","PA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"451","bitr",2010,3231,"tomas",NA,"carlo","se","se","pennsylvania state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"452","ecography",2012,931,"eric",NA,"post","se","se","pennsylvania state university",NA,"state college","PA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"453","ecology",1999,2077,"marc","d","abrams",NA,"se","pennsylvania state university",NA,"state college","PA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"454","conbio",1997,2004,"lee","b","kats","se","se","pepperdine university","division of natural science","malibu","CA","usa",NA,"USA","High income: OECD","North America","class","121150","malibu","ca","17","doctoral","carnegie"
"455","ajb",2007,2931,"robert",NA,"pratt","ae","se","pepperdine university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","121150","malibu","ca","17","doctoral","carnegie"
"456","ecology",1990,2544,"paulette","f","bierzychudek",NA,"se","pomona college",NA,"claremont","CA","usa",NA,"USA","High income: OECD","North America","class","121345","claremont","ca","21","baccalaureate","carnegie"
"457","jape",2013,196,"angela",NA,"strecker","associate.editor","se","portland state university","environmental science and management","land","OR","usa","usa","USA","High income: OECD","North America","class","209807","portland","or","16","doctoral","carnegie"
"458","leco",2013,2949,"r","m","scheller","editorial.board","se","portland state university",NA,"land","OR","usa",NA,"USA","High income: OECD","North America","class","209807","portland","or","16","doctoral","carnegie"
"459","evol",1985,2593,"paul","h","harvey","ae","se","princeton university",NA,"princeton","NJ","usa",NA,"USA","High income: OECD","North America","class","186131","princeton","nj","15","doctoral","carnegie"
"460","evol",1985,1207,"henry","s","horn","ae","se","princeton university",NA,"princeton","NJ","usa",NA,"USA","High income: OECD","North America","class","186131","princeton","nj","15","doctoral","carnegie"
"461","jane",1985,1548,"j","r","krebs","se","se","princeton university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","186131","princeton","nj","15","doctoral","carnegie"
"462","conbio",1987,2885,"robert",NA,"may","se","se","princeton university","department of biology","princeton","NJ","usa",NA,"USA","High income: OECD","North America","class","186131","princeton","nj","15","doctoral","carnegie"
"463","evol",1989,781,"daniel","i","rubenstein","ae","se","princeton university",NA,"princeton","NJ","usa",NA,"USA","High income: OECD","North America","class","186131","princeton","nj","15","doctoral","carnegie"
"464","conbio",1990,54,"andrew","p","dobson","se","se","princeton university","biology","princeton","NJ","usa",NA,"USA","High income: OECD","North America","class","186131","princeton","nj","15","doctoral","carnegie"
"465","conbio",1990,3085,"stephen",NA,"hubbell","se","se","princeton university","department of ecology and evolutionary biology","princeton","NJ","usa",NA,"USA","High income: OECD","North America","class","186131","princeton","nj","15","doctoral","carnegie"
"466","gcb",2002,3844,"steve",NA,"pacala","editor","se","princeton university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","186131","princeton","nj","15","doctoral","carnegie"
"467","arees",2004,1994,"lars","o","hedin","ec","se","princeton university","ecology and evolutionary biology","princeton","NJ","usa",NA,"USA","High income: OECD","North America","class","186131","princeton","nj","15","doctoral","carnegie"
"468","evol",2013,2532,"peter",NA,"andolfatto","ae","se","princeton university",NA,"princeton","NJ","usa",NA,"USA","High income: OECD","North America","class","186131","princeton","nj","15","doctoral","carnegie"
"469","ecology",2005,2394,"martin",NA,"wikelski",NA,"se","princeton university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","186131","princeton","nj","15","doctoral","carnegie"
"470","amnat",1994,2842,"richard","d","howard","editorial.board","se","purdue university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"471","conbio",1999,1429,"john","b","dunning","se","se","purdue university","dept forestry & nat resources","west lafayette","IN","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"472","leco",2011,1509,"j","d","holland","editorial.board","se","purdue university",NA,"west lafayette","IN","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"473","leco",2013,316,"b",NA,"pijanowski","editorial.board","se","purdue university",NA,"west lafayette","IN","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"474","jape",2014,1291,"ian",NA,"kaplan","associate.editor","se","purdue university",NA,"west lafayette","IN","usa","usa","USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"475","ecology",1992,2710,"peter",NA,"waser",NA,"se","purdue university",NA,"west lafayette","IN","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"476","ajb",1995,482,"carl",NA,"mcdaniel","ae","se","rensselaer polytechnic institute",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","194824","troy","ny","15","doctoral","carnegie"
"477","amnat",2001,1738,"joan","e","strassmann","editorial.board","se","rice university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","227757","houston","tx","15","doctoral","carnegie"
"478","jane",2009,3391,"volker",NA,"rudolf","ae","se","rice university",NA,"houston",NA,"usa",NA,"USA","High income: OECD","North America","class","227757","houston","tx","15","doctoral","carnegie"
"479","oikos",2009,1697,"jennifer",NA,"rudgers","subject.editor","se","rice university",NA,"houston","TX","usa",NA,"USA","High income: OECD","North America","class","227757","houston","tx","15","doctoral","carnegie"
"480","jecol",2012,3026,"scott",NA,"chamberlain","se","se","rice university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","227757","houston","tx","15","doctoral","carnegie"
"481","jecol",2012,1935,"ken",NA,"whitney","se","se","rice university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","227757","houston","tx","15","doctoral","carnegie"
"482","oecol",2012,939,"evan",NA,"siemann","handling.editor","se","rice university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","227757","houston","tx","15","doctoral","carnegie"
"483","ajb",1985,2862,"ross",NA,"koning","ec","se","rutgers university",NA,"new brunswick","NJ","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"484","evol",1986,2973,"robert","c","vrijenhoek","ae","se","rutgers university",NA,"new brunswick","NJ","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"485","conbio",1987,622,"david",NA,"ehrenfeld","eic","eic","rutgers university","cook college","new brunswick","NJ","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"486","evol",1988,3071,"steven","n","handel","ae","se","rutgers university",NA,"new brunswick","NJ","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"487","evol",1989,3306,"thomas","r","meagher","ae","se","rutgers university",NA,"new brunswick","NJ","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"488","conbio",1992,981,"fredrick",NA,"grassle","se","se","rutgers university","institute of marine and coastal sciences","new brunswick","NJ","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"489","conbio",1997,422,"christopher",NA,"frissell","se","se","rutgers university","flathead lake biological station","new brunswick","NJ","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"490","amnat",1999,2635,"peter","j","morin","editorial.board","se","rutgers university",NA,"new brunswick","NJ","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"491","evol",2003,1507,"jody",NA,"hey","ae","se","rutgers university",NA,"new brunswick","NJ","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"492","plantecol",2006,942,"edward","w","stiles","editorial.board","se","rutgers university",NA,"new brunswick","NJ","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"493","ecology",1991,3234,"timothy","m","casey",NA,"se","rutgers university",NA,"new brunswick","NJ","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"494","newphyt",2000,2202,"maria","j","harrison","editor","se","samuel roberts noble foundation",NA,"ardmore",NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"495","leco",2001,3561,"janet",NA,"franklin","se","se","san diego state university","department of geography",NA,NA,"usa",NA,"USA","High income: OECD","North America","class","122409","san diego","ca","16","doctoral","carnegie"
"496","conbio",2008,2873,"rebecca",NA,"lewison","se","se","san diego state university","department of biology","san diego","CA","usa",NA,"USA","High income: OECD","North America","class","122409","san diego","ca","16","doctoral","carnegie"
"497","ecology",1985,1065,"george","w","cox",NA,"se","san diego state university",NA,"san diego","CA","usa",NA,"USA","High income: OECD","North America","class","122409","san diego","ca","16","doctoral","carnegie"
"498","ecology",1991,2718,"paul","h","zelder",NA,"se","san diego state university",NA,"san diego","CA","usa",NA,"USA","High income: OECD","North America","class","122409","san diego","ca","16","doctoral","carnegie"
"499","biocon",1993,2577,"p",NA,"fielder","ae","ae","san francisco state university","biology","san francisco","CA","usa",NA,"USA","High income: OECD","North America","class","122597","san francisco","ca","16","doctoral","carnegie"
"500","conbio",2000,2576,"peggy","l","fiedler","ae","ae","san francisco state university","department of biology","san francisco","CA","usa",NA,"USA","High income: OECD","North America","class","122597","san francisco","ca","16","doctoral","carnegie"
"501","evol",2001,3605,"thomas","b","smith","ae","se","san francisco state university",NA,"san francisco","CA","usa",NA,"USA","High income: OECD","North America","class","122597","san francisco","ca","16","doctoral","carnegie"
"502","ecology",1999,864,"edward","f","connor",NA,"se","san francisco state university",NA,"san francisco","CA","usa",NA,"USA","High income: OECD","North America","class","122597","san francisco","ca","16","doctoral","carnegie"
"503","oikos",2008,1428,"jennifer",NA,"dunne","subject.editor","se","santa fe institute",NA,"santa fe","NM","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"504","evol",2012,1796,"jon",NA,"wilkins","ae","se","santa fe institute",NA,"santa fe","NM","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"505","evol",2003,2005,"laura","a","katz","ae","se","smith college",NA,"northampton","MA","usa",NA,"USA","High income: OECD","North America","class","167835","northampton","ma","21","baccalaureate","carnegie"
"506","plantecol",2005,2713,"paul","r","wetzel","editorial.board","se","smith college","department of biological sciences, clark science center","northampton","MA","usa",NA,"USA","High income: OECD","North America","class","167835","northampton","ma","21","baccalaureate","carnegie"
"507","jzool",2008,3381,"virginia",NA,"hayssen","editor","se","smith college",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","167835","northampton","ma","21","baccalaureate","carnegie"
"508","plantecol",1991,247,"bert","green","drake","editor","se","smithsonian environmental research center",NA,"edgewater","MD","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"509","ecology",1985,837,"dennis","f","whigham",NA,"se","smithsonian environmental research center",NA,"edgewater","MD","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"510","bitr",1993,3298,"thomas",NA,"lovejoy","se","se","smithsonian institution",NA,"washington dc","DC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"511","jbiog",1991,2037,"lynne","r","parenti","se","se","smithsonian institution national museum of natural history","division of fishes",NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"512","bitr",1993,302,"betty","j","meggers","se","se","smithsonian institution national museum of natural history",NA,"washington dc","DC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"513","bitr",1993,2180,"mercedes","s","foster","se","se","smithsonian national museum of natural history",NA,"washington dc","DC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"514","arees",1994,623,"douglas","h","erwin","ec","se","smithsonian national museum of natural history","paleobiology","washington dc","DC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"515","ajb",1995,3423,"william",NA,"dimichele","ae","se","smithsonian national museum of natural history",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"516","arees",1999,3219,"scott",NA,"wing","ec","se","smithsonian national museum of natural history",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"517","jzool",2001,1088,"g",NA,"graves","consultant editors","special","smithsonian national museum of natural history",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"518","ajb",2007,1549,"john",NA,"kress","ae","se","smithsonian national museum of natural history",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"519","ajb",2007,1786,"jun",NA,"wen","ae","se","smithsonian national museum of natural history",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"520","evol",2008,1105,"gene",NA,"hunt","ae","se","smithsonian national museum of natural history",NA,"washington dc","DC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"521","ecology",2003,463,"conrad","c","labandeira",NA,"se","smithsonian national museum of natural history",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"522","conbio",1987,684,"devra","g","kleiman","se","se","smithsonian national zoological park",NA,"washington dc","DC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"523","biocon",1993,1708,"john",NA,"seidenstzicker","eb","se","smithsonian national zoological park","national zoological park","washington dc","DC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"524","ecography",2012,2823,"russell",NA,"greenberg","se","se","smithsonian national zoological park","smithsonian migratory bird center","washington dc","DC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"525","evol",1990,1519,"jeremy",NA,"jackson","ae","se","smithsonian tropical research institute",NA,"miami","FL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"526","oecol",1990,1269,"henk",NA,"wolda","editorial.board","se","smithsonian tropical research institute",NA,"panama",NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"527","bitr",1993,2557,"paul","a","colinvaux","se","se","smithsonian tropical research institute",NA,"miami","FL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"528","bitr",1993,2390,"mary","jane","west-eberhard","se","se","smithsonian tropical research institute",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"529","evol",1995,2439,"nancy",NA,"knowlton","ae","se","smithsonian tropical research institute",NA,"panama city",NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"530","bitr",1996,778,"david",NA,"roubik","se","se","smithsonian tropical research institute",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"531","bitr",1998,3,"annette",NA,"aiello","se","se","smithsonian tropical research institute",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"532","jecol",1998,3220,"s","joseph","wright","se","se","smithsonian tropical research institute",NA,"balboa",NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"533","biocon",2005,3450,"william","f","laurance","eb","se","smithsonian tropical research institute",NA,"balboa",NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"534","plantecol",2011,343,"benjamin","l","turner","editorial.board","se","smithsonian tropical research institute",NA,"anton",NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"535","oecol",2014,92,"allen",NA,"herre","handling.editor","se","smithsonian tropical research institute",NA,"washington dc","DC","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"536","leco",1997,452,"c","w","johnson","se","se","south dakota state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","219356","brookings","sd","16","doctoral","carnegie"
"537","leco",2008,1101,"g","m","henebry","se","se","south dakota state university","geographic information science center of excellence (giscce)","brookings","SD","usa",NA,"USA","High income: OECD","North America","class","219356","brookings","sd","16","doctoral","carnegie"
"538","ecology",2008,2399,"michael","c","wimberly",NA,"se","south dakota state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","219356","brookings","sd","16","doctoral","carnegie"
"539","biocon",2005,1874,"karen","r","lips","eb","se","southern illinois university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"540","oecol",2006,1678,"john","d","reeve","editorial.board","se","southern illinois university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"541","jecol",2010,3188,"sedonia",NA,"sipes","se","se","southern illinois university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"542","plantecol",2010,2633,"peter","r","minchin","editorial.board","se","southern illinois university",NA,"edwardsville","IL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"543","ecology",2002,1499,"john","e","havel",NA,"se","southwest missouri state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"544","leco",1999,588,"david",NA,"butler","se","se","southwest texas state university","department of geography & planning",NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"545","oikos",2008,3347,"thomas",NA,"valone","subject.editor","se","st louis university",NA,"st louis","MO","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"546","amnat",1985,2570,"paul","r","ehrlich","editorial.board","se","stanford university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","243744","stanford","ca","15","doctoral","carnegie"
"547","amnat",1985,2169,"marcus","w","feldman","eic","eic","stanford university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","243744","stanford","ca","15","doctoral","carnegie"
"548","amnat",1985,1230,"harold","a","mooney","editorial.board","se","stanford university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","243744","stanford","ca","15","doctoral","carnegie"
"549","amnat",1985,1694,"jonathan",NA,"roughgarden","editorial.board","se","stanford university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","243744","stanford","ca","15","doctoral","carnegie"
"550","evol",1985,30,"allan","m","campbell","special.editor","special","stanford university",NA,"stanford","CA","usa",NA,"USA","High income: OECD","North America","class","243744","stanford","ca","15","doctoral","carnegie"
"551","amnat",1986,2706,"peter","m","vitousek","editorial.board","se","stanford university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","243744","stanford","ca","15","doctoral","carnegie"
"552","conbio",1987,347,"bruce",NA,"wilcox","ae","ae","stanford university","center for conservation biology","stanford","CA","usa",NA,"USA","High income: OECD","North America","class","243744","stanford","ca","15","doctoral","carnegie"
