inst,city,country,n
university of cost rica,NA,costa rica,2
czech academy of sciences,ceske budejovice,czech republic,2
czech academy of sciences,NA,czech republic,2
neri national environmental research institute,neri,denmark,2
neri national environmental research institute,roakslide,denmark,2
roskilde university,roskilde,denmark,2
roskilde university,NA,denmark,2
university of tartu,tartu,estonia,2
university of tartu,NA,estonia,2
finnish forest research institute,helsinki,finland,2
finnish forest research institute,vantaa,finland,2
finnish game and fisheries research institute,joensuu,finland,2
finnish game and fisheries research institute,oulu,finland,2
university of helsinki,helsinki,finland,2
university of helsinki,NA,finland,2
university of jyvaskyla,helsinki,finland,2
university of jyvaskyla,jyvaskyla,finland,2
university of oulu,oulu,finland,2
university of oulu,NA,finland,2
university of turku,turku,finland,2
university of turku,NA,finland,2
cnrs centre decologie fonctionnelle et evolutive,montpellier,france,2
cnrs centre decologie fonctionnelle et evolutive,NA,france,2
cnrs centre delaboration de materiaux et detudes structurales,toulouse cedex,france,2
cnrs centre delaboration de materiaux et detudes structurales,NA,france,2
ecole normale superieure,s,france,2
ecole normale superieure,NA,france,2
engref french national school of forestry,lyon,france,2
engref french national school of forestry,nancy,france,2
ifremer,en bessin,france,2
ifremer,NA,france,2
new zealand research centre for urban ecology,s,france,2
universite claude bernard lyon 1,lyon,france,2
universite claude bernard lyon 1,NA,france,2
universite de rennes 1,rennes,france,2
universite de rennes 1,NA,france,2
universite paris sud,orsay,france,2
universite paris sud,NA,france,2
universite pierre et marie curie,s,france,2
universite pierre et marie curie,NA,france,2
carl von ossietzky university oldenburg,oldenburg,germany,2
carl von ossietzky university oldenburg,NA,germany,2
federal research center for nature conservation and landscape ecology,bonn,germany,2
helmholtz centre for environmental research ufz leipzig halle,leipzig,germany,2
helmholtz centre for environmental research ufz leipzig halle,leipzig-halle,germany,2
humboldt university of berlin,berlin,germany,2
humboldt university of berlin,NA,germany,2
leibniz institute for zoo and wildlife research,berlin,germany,2
leibniz institute for zoo and wildlife research,NA,germany,2
ludwig maximilian university of munich,munchen,germany,2
ludwig maximilian university of munich,munich,germany,2
technical university of berlin,berlin,germany,2
technical university of berlin,wageningen,germany,2
technical university of darmstadt,darmstadt,germany,2
technical university of darmstadt,NA,germany,2
technical university of munich,munich,germany,2
technical university of munich,NA,germany,2
ulm university,ulm,germany,2
ulm university,NA,germany,2
university of bonn,bonn,germany,2
university of bonn,NA,germany,2
university of cologne,cologne,germany,2
university of cologne,NA,germany,2
university of leipzig,johannisallee,germany,2
university of leipzig,NA,germany,2
university of munster,munster,germany,2
university of munster,NA,germany,2
university of potsdam,potsdam,germany,2
university of tubingen,belfast,germany,2
university of tubingen,tubingen,germany,2
institute of marine biology of crete,iraklio,greece,2
institute of marine biology of crete,NA,greece,2
ashoka trust for research in ecology and environment,bangalore,india,2
ashoka trust for research in ecology and environment,NA,india,2
indian institute of science,bangalore,india,2
indian institute of science,NA,india,2
jawaharlal nehru university,new delhi,india,2
jawaharlal nehru university,NA,india,2
wildlife institute of india,uttaranchal,india,2
wildlife institute of india,NA,india,2
fauna and flora international,NA,indonesia,2
university college cork,cork,ireland,2
university college cork,NA,ireland,2
university college dublin,dublin,ireland,2
university college dublin,NA,ireland,2
technion israel institute of technology,haifa,israel,2
technion israel institute of technology,NA,israel,2
tel aviv university,tel aviv,israel,2
tel aviv university,NA,israel,2
universita di genova,genova,italy,2
universita di genova,NA,italy,2
university of salento,lecce,italy,2
university of salento,NA,italy,2
world wildlife fund,rome,italy,2
kyoto university,kyoto,japan,2
kyoto university,NA,japan,2
kyushu university,fukuoka,japan,2
kyushu university,kumamoto,japan,2
yokohama national university,yokohama,japan,2
yokohama national university,NA,japan,2
moi university,nairobi,kenya,2
moi university,NA,kenya,2
flinders university,NA,malaysia,2
university of sains,george town,malaysia,2
university of sains,NA,malaysia,2
universidad nacional autonoma de mexico,mexico city,mexico,2
universidad nacional autonoma de mexico,NA,mexico,2
radboud university nijmegen,nijmegen,netherlands,2
radboud university nijmegen,NA,netherlands,2
research institute for nature management,leersum,netherlands,2
research institute for nature management,NA,netherlands,2
royal netherlands institute for sea research,nieuwersluis,netherlands,2
royal netherlands institute for sea research,NA,netherlands,2
university of amsterdam,amsterdam,netherlands,2
university of amsterdam,NA,netherlands,2
university of leiden,leiden,netherlands,2
university of leiden,NA,netherlands,2
utrecht university,utrecht,netherlands,2
utrecht university,NA,netherlands,2
wageningen environmental research (alterra),wageningen,netherlands,2
wageningen environmental research (alterra),NA,netherlands,2
agresearch,lincoln,new zealand,2
agresearch,palmerston north,new zealand,2
department of scientific and industrial research,auckland,new zealand,2
department of scientific and industrial research,lower hutt,new zealand,2
landcare research ltd,auckland,new zealand,2
landcare research ltd,NA,new zealand,2
manaaki whenua landcare research,lincoln,new zealand,2
manaaki whenua landcare research,NA,new zealand,2
massey university,auckland,new zealand,2
massey university,NA,new zealand,2
new zealand research centre for urban ecology,christchurch,new zealand,2
university of canterbury,christchurch,new zealand,2
university of canterbury,NA,new zealand,2
university of otago,dunedin,new zealand,2
university of otago,NA,new zealand,2
university of waikato,hamilton,new zealand,2
university of waikato,NA,new zealand,2
paso pacifico,ticuantepe,nicaragua,2
queens university belfast,belfast,northern ireland,2
queens university belfast,NA,northern ireland,2
agricultural university of norway,as,norway,2
agricultural university of norway,as-nlh,norway,2
norwegian institute for nature research,oslo,norway,2
norwegian institute for nature research,trondheim,norway,2
norwegian university of science and technology,trondheim,norway,2
norwegian university of science and technology,NA,norway,2
university of bergen,bergen,norway,2
university of bergen,NA,norway,2
university of oslo,oslo,norway,2
university of oslo,NA,norway,2
university of tromso,tromso,norway,2
university of tromso,NA,norway,2
jagiellonian university,jagiellonian,poland,2
jagiellonian university,krakow,poland,2
university of puerto rico,san juan,puerto rico,2
university of puerto rico,NA,puerto rico,2
national university of singapore,singa,singapore,2
national university of singapore,NA,singapore,2
percy fitzpatrick institute of african ornithology,cape town,south africa,2
percy fitzpatrick institute of african ornithology,NA,south africa,2
university of kwazulu natal,pietermaritzburg,south africa,2
university of kwazulu natal,NA,south africa,2
university of pretoria,pretoria,south africa,2
university of pretoria,NA,south africa,2
csic estacion experimental de zonas aridas,almeria,spain,2
csic estacion experimental de zonas aridas,NA,spain,2
csic mediterranean institute for advanced studies,eses,spain,2
csic mediterranean institute for advanced studies,NA,spain,2
ets ingenieros de montes,madrid,spain,2
ets ingenieros de montes,NA,spain,2
national museum of natural sciences,madrid,spain,2
national museum of natural sciences,NA,spain,2
universidad de alicante,alicante,spain,2
universidad de alicante,NA,spain,2
universidad politecnica de madrid,madrid,spain,2
universidad politecnica de madrid,NA,spain,2
lund university,lund,sweden,2
lund university,NA,sweden,2
university of stockholm,stockholm,sweden,2
university of stockholm,NA,sweden,2
university of umea,umea,sweden,2
university of umea,NA,sweden,2
university of uppsala,uppsala,sweden,2
university of uppsala,NA,sweden,2
eawag swiss federal institute of aquatic science and technology,dubendorf,switzerland,2
eawag swiss federal institute of aquatic science and technology,NA,switzerland,2
eth swiss federal institute of technology zurich,zurich,switzerland,2
eth swiss federal institute of technology zurich,NA,switzerland,2
university of potsdam,zurich,switzerland,2
university of zurich,zurich,switzerland,2
university of zurich,NA,switzerland,2
wsl swiss federal institute for forest snow and landscape research birmensdorf,birmensdorf,switzerland,2
wsl swiss federal institute for forest snow and landscape research birmensdorf,NA,switzerland,2
wsl swiss federal institute for snow and avalanche research davos,davos,switzerland,2
wsl swiss federal institute for snow and avalanche research davos,NA,switzerland,2
afrc institute for grassland and animal production,aberystwyth,united kingdom,2
afrc institute for grassland and animal production,NA,united kingdom,2
british trust for ornithology,thetford,united kingdom,2
british trust for ornithology,NA,united kingdom,2
fauna and flora international,cambridge,united kingdom,2
freshwater biological association,cumbria,united kingdom,2
freshwater biological association,wareham,united kingdom,2
imperial college silwood park,sunninghill,united kingdom,2
imperial college silwood park,NA,united kingdom,2
kings college london,london,united kingdom,2
kings college london,NA,united kingdom,2
lancaster university,lancaster,united kingdom,2
lancaster university,NA,united kingdom,2
liverpool john moores university,liverpool,united kingdom,2
liverpool john moores university,NA,united kingdom,2
monks wood experiment station,huntingdon,united kingdom,2
monks wood experiment station,monks wood,united kingdom,2
nerc british antarctic survey,cambridge,united kingdom,2
nerc british antarctic survey,NA,united kingdom,2
nerc centre for ecology and hydrology wallingford,cambridge,united kingdom,2
nerc centre for ecology and hydrology wallingford,wallingford,united kingdom,2
open university,milton keynes,united kingdom,2
open university,NA,united kingdom,2
oxford brookes university,oxford,united kingdom,2
oxford brookes university,NA,united kingdom,2
plymouth marine laboratory,playmouth,united kingdom,2
plymouth marine laboratory,plymouth,united kingdom,2
plymouth university,plymouth,united kingdom,2
plymouth university,NA,united kingdom,2
queen mary university of london,london,united kingdom,2
queen mary university of london,NA,united kingdom,2
royal society for protection of birds,bedfordshire,united kingdom,2
royal society for protection of birds,edinburgh,united kingdom,2
silsoe research institute,silsoe,united kingdom,2
silsoe research institute,NA,united kingdom,2
swansea university,swansea,united kingdom,2
swansea university,NA,united kingdom,2
university college london,london,united kingdom,2
university college london,NA,united kingdom,2
university of birmingham,birmingham,united kingdom,2
university of birmingham,NA,united kingdom,2
university of east anglia,norwich,united kingdom,2
university of east anglia,NA,united kingdom,2
university of edinburgh,edinburgh,united kingdom,2
university of edinburgh,NA,united kingdom,2
university of liverpool,liverpool,united kingdom,2
university of liverpool,NA,united kingdom,2
university of london,london,united kingdom,2
university of london,NA,united kingdom,2
university of nottingham,nottingham,united kingdom,2
university of nottingham,NA,united kingdom,2
university of reading,reading,united kingdom,2
university of reading,NA,united kingdom,2
university of strathclyde,strathclyde,united kingdom,2
university of strathclyde,NA,united kingdom,2
university of york,york,united kingdom,2
university of york,NA,united kingdom,2
zoological society of london,london,united kingdom,2
zoological society of london,NA,united kingdom,2
american museum of natural history,new york,usa,2
american museum of natural history,NA,usa,2
appalachian environmental laboratory,frostburg,usa,2
appalachian environmental laboratory,NA,usa,2
appalachian state university,boone,usa,2
appalachian state university,NA,usa,2
archbold biological station,lake placid,usa,2
archbold biological station,NA,usa,2
arizona state university west campus,phoenix,usa,2
arizona state university west campus,NA,usa,2
basf,cary,usa,2
basf,NA,usa,2
boise state university,ogden,usa,2
boise state university,NA,usa,2
boston university,boston,usa,2
boston university,NA,usa,2
brigham young university,provo,usa,2
brigham young university,woodland hills,usa,2
brown university,providence,usa,2
brown university,NA,usa,2
california state university dominguez hills,carson,usa,2
california state university dominguez hills,NA,usa,2
california state university fresno,fresno,usa,2
california state university fresno,santa clara,usa,2
carnegie institution of washington,washington dc,usa,2
carnegie institution of washington,NA,usa,2
cary institute of ecosystem studies,millbrook,usa,2
cary institute of ecosystem studies,NA,usa,2
college of atlantic,bar harbor,usa,2
college of atlantic,NA,usa,2
college of william and mary,williamsburg,usa,2
college of william and mary,NA,usa,2
columbia university,new york,usa,2
columbia university,NA,usa,2
consortium for conservation medicine,new york,usa,2
consortium for conservation medicine,NA,usa,2
cuny college of staten island,new york,usa,2
cuny college of staten island,staten island,usa,2
cuny hunter college,new york,usa,2
cuny hunter college,NA,usa,2
desert research institute,dise,usa,2
desert research institute,reno,usa,2
doe brookhaven national laboratory,upton,usa,2
doe brookhaven national laboratory,NA,usa,2
doe los alamos national laboratory,los alamos,usa,2
doe los alamos national laboratory,NA,usa,2
doe oak ridge national laboratory,oak ridge,usa,2
doe oak ridge national laboratory,NA,usa,2
east carolina university,greenville,usa,2
east carolina university,NA,usa,2
eastern illinois university,charleston,usa,2
eastern illinois university,NA,usa,2
federal research center for nature conservation and landscape ecology,santa barbara,usa,2
field museum of natural history,chicago,usa,2
field museum of natural history,NA,usa,2
florida international university,tallahasee,usa,2
florida international university,NA,usa,2
franklin and marshall,lancaster,usa,2
franklin and marshall,NA,usa,2
georgia institute of technology,atlanta,usa,2
georgia institute of technology,NA,usa,2
idaho state university,moscow,usa,2
idaho state university,pocatello,usa,2
illinois state university,normal,usa,2
illinois state university,NA,usa,2
international plant nutrition institute,merced,usa,2
international plant nutrition institute,owens cross roads,usa,2
kenyon college,gambier,usa,2
kenyon college,NA,usa,2
mcmaster university,NA,usa,2
miami university,oxford,usa,2
miami university,NA,usa,2
monsanto,chesterfield,usa,2
monsanto,st louis,usa,2
mount holyoke college,south hadley,usa,2
mount holyoke college,NA,usa,2
national audubon society,san francisco,usa,2
national audubon society,NA,usa,2
national marine fisheries service,la jolla,usa,2
national marine fisheries service,seattle,usa,2
north dakota state university,fargo,usa,2
north dakota state university,NA,usa,2
northeastern university,nahant,usa,2
northeastern university,NA,usa,2
northern arizona university,flagstaff,usa,2
northern arizona university,NA,usa,2
ohio university,athens,usa,2
ohio university,NA,usa,2
ohio wesleyan university,delaware,usa,2
ohio wesleyan university,NA,usa,2
oklahoma state university,stillwater,usa,2
oklahoma state university,NA,usa,2
paso pacifico,ventura,usa,2
pepperdine university,malibu,usa,2
pepperdine university,NA,usa,2
princeton university,princeton,usa,2
princeton university,NA,usa,2
rice university,houston,usa,2
rice university,NA,usa,2
san diego state university,san diego,usa,2
san diego state university,NA,usa,2
smith college,northampton,usa,2
smith college,NA,usa,2
smithsonian institution national museum of natural history,washington dc,usa,2
smithsonian institution national museum of natural history,NA,usa,2
smithsonian national museum of natural history,washington dc,usa,2
smithsonian national museum of natural history,NA,usa,2
smithsonian national zoological park,washington dc,usa,2
smithsonian national zoological park,NA,usa,2
southwest texas state university,san marcos,usa,2
southwest texas state university,NA,usa,2
st louis university,st louis,usa,2
st louis university,NA,usa,2
suny binghamton,binghamton,usa,2
suny binghamton,NA,usa,2
suny college of environmental science and forestry,syracuse,usa,2
suny college of environmental science and forestry,NA,usa,2
syngenta crop protection inc,greensboro,usa,2
syngenta crop protection inc,vero beach,usa,2
syngenta seeds inc,greensboro,usa,2
syngenta seeds inc,stanton,usa,2
syracuse university,syracuse,usa,2
syracuse university,NA,usa,2
tall timbers research station,tallahassee,usa,2
tall timbers research station,NA,usa,2
texas state university,san marcos,usa,2
texas state university,NA,usa,2
texas tech university,lubbock,usa,2
texas tech university,NA,usa,2
tufts university,medford,usa,2
tufts university,NA,usa,2
tulane university,tulane,usa,2
tulane university,NA,usa,2
university of alabama,tuscaloosa,usa,2
university of alabama,NA,usa,2
university of alabama huntsville,huntsville,usa,2
university of alabama huntsville,NA,usa,2
university of alaska fairbanks,fairbanks,usa,2
university of alaska fairbanks,NA,usa,2
university of arizona,tucson,usa,2
university of arizona,NA,usa,2
university of california irvine,irvine,usa,2
university of california irvine,NA,usa,2
university of california los angeles,los angeles,usa,2
university of california los angeles,NA,usa,2
university of california riverside,riverside,usa,2
university of california riverside,NA,usa,2
university of california santa barbara,santa barbara,usa,2
university of california santa barbara,NA,usa,2
university of central florida,chuluota,usa,2
university of central florida,orlando,usa,2
university of chicago,chicago,usa,2
university of chicago,NA,usa,2
university of cincinnati,cincinnati,usa,2
university of cincinnati,clifton,usa,2
university of hawaii manoa,honolulu,usa,2
university of hawaii manoa,NA,usa,2
university of houston,houston,usa,2
university of houston,NA,usa,2
university of iowa,iowa city,usa,2
university of iowa,NA,usa,2
university of kansas,lawrence,usa,2
university of kansas,NA,usa,2
university of maine,orono,usa,2
university of maine,NA,usa,2
university of massachusetts,boston,usa,2
university of massachusetts,north dartmouth,usa,2
university of massachusetts boston,boston,usa,2
university of massachusetts boston,NA,usa,2
university of miami,coral gables,usa,2
university of miami,NA,usa,2
university of michigan,ann arbor,usa,2
university of michigan,NA,usa,2
university of minnesota duluth,duluth,usa,2
university of minnesota duluth,NA,usa,2
university of mississippi,oxford,usa,2
university of mississippi,NA,usa,2
university of missouri columbia,columbia,usa,2
university of missouri columbia,NA,usa,2
university of missouri st louis,st louis,usa,2
university of missouri st louis,NA,usa,2
university of nevada las vegas,las vegas,usa,2
university of nevada las vegas,NA,usa,2
university of nevada reno,reno,usa,2
university of nevada reno,NA,usa,2
university of new mexico,albuquerque,usa,2
university of new mexico,NA,usa,2
university of north dakota,grand forks,usa,2
university of north dakota,NA,usa,2
university of notre dame,london,usa,2
university of notre dame,south bend,usa,2
university of oklahoma,norman,usa,2
university of oklahoma,NA,usa,2
university of oregon,eugene,usa,2
university of oregon,NA,usa,2
university of pennsylvania,philadelphia,usa,2
university of pennsylvania,NA,usa,2
university of south carolina columbia,columbia,usa,2
university of south carolina columbia,NA,usa,2
university of south florida,tampa,usa,2
university of south florida,NA,usa,2
university of texas arlington,arlington,usa,2
university of texas arlington,NA,usa,2
university of utah,salt lake city,usa,2
university of utah,NA,usa,2
university of virginia,charlottesville,usa,2
university of virginia,NA,usa,2
university of wisconsin,brooklyn,usa,2
university of wisconsin,NA,usa,2
university of wisconsin milwaukee,milwaukee,usa,2
university of wisconsin milwaukee,NA,usa,2
university of wisconsin parkside,kenosha,usa,2
university of wisconsin parkside,NA,usa,2
university of wyoming,laramie,usa,2
university of wyoming,NA,usa,2
usda agricultural research service,logan,usa,2
usda agricultural research service,NA,usa,2
usfws united states fish and wildlife service,fort c ollins,usa,2
usfws united states fish and wildlife service,NA,usa,2
usgs alaska science center,NA,usa,2
usgs fort collins science center,NA,usa,2
usgs national wetlands research center,lafayette,usa,2
usgs national wetlands research center,NA,usa,2
usgs northern prairie wildlife research center,jamestown,usa,2
usgs northern prairie wildlife research center,NA,usa,2
utah state university,logan,usa,2
utah state university,NA,usa,2
vanderbilt university,nashville,usa,2
vanderbilt university,NA,usa,2
virginia commonwealth university,richmond,usa,2
virginia commonwealth university,NA,usa,2
washington university in st louis,st louis,usa,2
washington university in st louis,NA,usa,2
wesleyan university,middletown,usa,2
wesleyan university,NA,usa,2
west virginia university,morgantown,usa,2
west virginia university,NA,usa,2
western michigan university,kalamazoo,usa,2
western michigan university,NA,usa,2
wichita state university,wichita,usa,2
wichita state university,NA,usa,2
williams college,williams,usa,2
williams college,williamston,usa,2
woods hole oceanographic institution,woods hole,usa,2
woods hole oceanographic institution,NA,usa,2
world wildlife fund,washington dc,usa,2
yale university,new haven,usa,2
yale university,NA,usa,2
usgs alaska science center,NA,NA,2
usgs fort collins science center,NA,NA,2
