JOURNAL,YEAR,VOLUME,ISSUE,editor_id,FIRST_NAME,MIDDLE_NAME,LAST_NAME,NAME,TITLE.x,CATEGORY,INST,UNIT,CITY,STATE,COUNTRY,geo.code,NOTES,,,,,
LECO,2000,15,1,1091,Frans,,Klijn,Frans Klijn,SE,SE,WL Delft Hydraulics,,,,Netherlands,NLD,,,,,,
LECO,2001,16,1,1091,Frans,,Klijn,Frans Klijn,SE,SE,WL Delft Hydraulics,missing,,,Netherlands,NLD,,,,,,
LECO,2002,17,1,1091,Frans,,Klijn,Frans Klijn,SE,SE,WL Delft Hydraulics,missing,,,Netherlands,NLD,,,,,,
LECO,2003,18,1,1091,Frans,,Klijn,Frans Klijn,SE,SE,WL Delft Hydraulics,missing,missing,missing,Netherlands,NLD,,,,,,
LECO,2004,19,1,1091,Frans,,Klijn,Frans Klijn,SE,SE,,,,,Netherlands,NLD,,,,,,
LECO,2005,20,1,1130,F,KA,Schmiegelow,F KA Schmiegelow,SE,SE,University of Alberta,Department of Renewable Resources,Edmonton,missing,Canada,CAN,,,,,,
LECO,2006,21,1,1130,F,KA,Schmiegelow,F KA Schmiegelow,SE,SE,University of Alberta,Department of Renewable Resources,Edmonton,,Canada,CAN,,,,,,
LECO,2010,25,1,1165,G,,Cumming,G Cumming,SE,SE,Percy FitzPatrick Institute of African Ornithology,missing,Cape Town,,South Africa,ZAF,,,,,,
LECO,2011,26,1,1165,G,,Cumming,G Cumming,SE,SE,Percy FitzPatrick Institute of African Ornithology,,Cape Town,,South Africa,ZAF,,,,,,
LECO,2012,27,1,1165,G,,Cumming,G Cumming,Editorial.Board,SE,Percy FitzPatrick Institute of African Ornithology,,Cape Town,,South Africa,ZAF,,,,,,
LECO,2013,27,1,1165,G,,Cumming,G Cumming,Editorial.Board,SE,Percy FitzPatrick Institute of African Ornithology,,Cape Town,,South Africa,ZAF,,,,,,
LECO,2014,29,1,1165,G,,Cumming,G Cumming,Editorial.Board,SE,Percy FitzPatrick Institute of African Ornithology,,Cape Town,,South Africa,ZAF,,,,,,
LECO,2015,30,1,1165,G,,Cumming,G Cumming,SE,SE,,,,,South Africa,ZAF,,,,,,
LECO,2007,22,1,1179,G,,Foody,G Foody,SE,SE,University of Southampton,School of Geography,,,UK,GBR,,,,,,
LECO,2008,23,1,1179,G,,Foody,G Foody,SE,SE,University of Nottingham,School of Geography,Nottingham,,UK,GBR,,,,,,
LECO,2009,24,1,1179,G,,Foody,G Foody,SE,SE,University of Nottingham,,Nottingham,,UK,GBR,,,,,,
LECO,2010,25,1,1179,G,,Foody,G Foody,SE,SE,University of Nottingham,,Nottingham,,UK,GBR,,,,,,
LECO,2011,26,1,1179,G,,Foody,G Foody,SE,SE,University of Nottingham,,Nottingham,,UK,GBR,,,,,,
LECO,2012,27,1,1179,G,,Foody,G Foody,Editorial.Board,SE,University of Nottingham,,Nottingham,,UK,GBR,,,,,,
LECO,2013,27,1,1179,G,,Foody,G Foody,Editorial.Board,SE,University of Nottingham,,Nottingham,,UK,GBR,,,,,,
LECO,2014,29,1,1179,G,,Foody,G Foody,Editorial.Board,SE,University of Nottingham,,Nottingham,,UK,GBR,,,,,,
LECO,2015,30,1,1179,G,,Foody,G Foody,SE,SE,,,,,UK,GBR,,,,,,
LECO,2005,20,1,1191,G,,Guntenspergen,G Guntenspergen,SE,SE,USGS/NRII,missing,Duluth,MN,USA,USA,,,,,,
LECO,2006,21,1,1191,G,,Guntenspergen,G Guntenspergen,SE,SE,USGS/NRII,,Duluth,MN,USA,USA,,,,,,
LECO,2007,22,1,1191,G,,Guntenspergen,G Guntenspergen,SE,SE,USGS/NRII,,Duluth,MN,USA,USA,,,,,,
LECO,2008,23,1,1191,G,,Guntenspergen,G Guntenspergen,SE,SE,USGS/NRII,,Duluth,MN,USA,USA,,,,,,
LECO,2009,24,1,1191,G,,Guntenspergen,G Guntenspergen,SE,SE,USGS/NRII,,Duluth,MN,USA,USA,,,,,,
LECO,2010,25,1,1191,G,,Guntenspergen,G Guntenspergen,SE,SE,USGS/NRII,,Duluth,MN,USA,USA,,,,,,
LECO,2011,26,1,1191,G,,Guntenspergen,G Guntenspergen,SE,SE,USGS/NRII,,Duluth,MN,USA,USA,,,,,,
LECO,2012,27,1,1191,G,,Guntenspergen,G Guntenspergen,Editorial.Board,SE,USGS/NRII,,Duluth,MN,USA,USA,,,,,,
LECO,2013,27,1,1191,G,,Guntenspergen,G Guntenspergen,Editorial.Board,SE,USGS/NRII,,Duluth,MN,USA,USA,,,,,,
LECO,2014,29,1,1191,G,,Guntenspergen,G Guntenspergen,Editorial.Board,SE,USGS/NRII,,Duluth,MN,USA,USA,,,,,,
LECO,2015,30,1,1191,G,,Guntenspergen,G Guntenspergen,SE,SE,,,,,USA,USA,,,,,,
LECO,1987,1,1,1192,G,,Haase,G Haase,Editorial.Board,SE,missing,missing,missing,missing,Germany,DEU,,,,,,
LECO,1988,1,3,1192,G,,Haase,G Haase,SE,SE,,,,,Germany,DEU,,,,,,
LECO,1989,2,3,1192,G,,Haase,G Haase,SE,SE,,,,,Germany,DEU,,,,,,
LECO,1990,5,1,1192,G,,Haase,G Haase,SE,SE,,,,,Germany,DEU,,,,,,
LECO,1991,6,1,1192,G,,Haase,G Haase,SE,SE,,,,,Germany,DEU,,,,,,
LECO,1992,7,1,1192,G,,Haase,G Haase,SE,SE,,,,,Germany,DEU,,,,,,
LECO,1993,8,1,1192,G,,Haase,G Haase,SE,SE,,,,,Germany,DEU,,,,,,
LECO,1994,9,1,1192,G,,Haase,G Haase,SE,SE,,,,,Germany,DEU,,,,,,
LECO,1995,10,1,1192,G,,Haase,G Haase,SE,SE,,,,,Germany,DEU,,,,,,
LECO,1996,11,1,1192,G,,Haase,G Haase,SE,SE,,,,,Germany,DEU,,,,,,
LECO,2008,23,1,1201,G,M,Henebry,G M Henebry,SE,SE,South Dakota State University,Geographic Information Science Center of Excellence (GIScCE),Brookings,SD,USA,USA,,,,,,
LECO,2009,24,1,1201,G,M,Henebry,G M Henebry,SE,SE,South Dakota State University,,Brookings,SD,USA,USA,,,,,,
LECO,2010,25,1,1201,G,M,Henebry,G M Henebry,SE,SE,South Dakota State University,,Brookings,SD,USA,USA,,,,,,
LECO,2011,26,1,1201,G,M,Henebry,G M Henebry,SE,SE,South Dakota State University,,Brookings,SD,USA,USA,,,,,,
LECO,2012,27,1,1201,G,M,Henebry,G M Henebry,Editorial.Board,SE,South Dakota State University,,Brookings,SD,USA,USA,,,,,,
LECO,2013,27,1,1201,G,M,Henebry,G M Henebry,Editorial.Board,SE,South Dakota State University,,Brookings,SD,USA,USA,,,,,,
LECO,2014,29,1,1201,G,M,Henebry,G M Henebry,Editorial.Board,SE,South Dakota State University,,Brookings,SD,USA,USA,,,,,,
LECO,2015,30,1,1201,G,M,Henebry,G M Henebry,SE,SE,,,,,USA,USA,,,,,,
LECO,2008,23,1,1211,G,Darrel,Jenerette,G Darrel Jenerette,SE,SE,University of California,Department of Botany & Plant Sciences,Riverside,CA,USA,USA,,,,,,
LECO,2009,24,1,1211,G,Darrel,Jenerette,G Darrel Jenerette,SE,SE,University of California,,Riverside,CA,USA,USA,,,,,,
LECO,2010,25,1,1211,G,Darrel,Jenerette,G Darrel Jenerette,SE,SE,University of California,,Riverside,CA,USA,USA,,,,,,
LECO,2011,26,1,1211,G,Darrel,Jenerette,G Darrel Jenerette,SE,SE,University of California,,Riverside,CA,USA,USA,,,,,,
LECO,2012,27,1,1211,G,D,Jenerette,G D Jenerette,Editorial.Board,SE,University of California,,Riverside,CA,USA,USA,,,,,,
LECO,2013,27,1,1211,G,D,Jenerette,G D Jenerette,Editorial.Board,SE,University of California,,Riverside,CA,USA,USA,,,,,,
LECO,2014,29,1,1211,G,D,Jenerette,G D Jenerette,Editorial.Board,SE,University of California,,Riverside,CA,USA,USA,,,,,,
LECO,2015,30,1,1211,G,Darrel,Jenerette,G Darrel Jenerette,SE,SE,,,,,USA,USA,,,,,,
LECO,1999,14,1,1223,George,,Malanson,George Malanson,SE,SE,University of Iowa,Department of Geography,,,USA,USA,,,,,,
LECO,2000,15,1,1223,George,,Malanson,George Malanson,SE,SE,University of Iowa,Department of Geography,,,USA,USA,,,,,,
LECO,2001,16,1,1223,George,,Malanson,George Malanson,SE,SE,Southwest Texas State University,Department of Geography,,,USA,USA,,,,,,
LECO,2002,17,1,1223,George,,Malanson,George Malanson,SE,SE,University of Iowa,Department of Geography,,,USA,USA,,,,,,
LECO,2003,18,1,1223,George,,Malanson,George Malanson,SE,SE,University of Iowa,Department of Geography,,,USA,USA,,,,,,
LECO,2004,19,1,1223,George,,Malanson,George Malanson,SE,SE,,,,,USA,USA,,,,,,
LECO,2005,20,1,1223,G,P,Malanson,G P Malanson,SE,SE,University of Iowa,Department of Geography,,,USA,USA,,,,,,
LECO,2006,21,1,1223,G,P,Malanson,G P Malanson,SE,SE,University of Iowa,Department of Geography,Iowa City,IA,USA,USA,,,,,,
LECO,1987,1,1,1230,G,,Merriam,G Merriam,Editorial.Board,SE,missing,missing,missing,missing,Canada,CAN,,,,,,
LECO,1988,1,3,1230,G,,Merriam,G Merriam,SE,SE,,,,,Canada,CAN,,,,,,
LECO,1989,2,3,1230,G,,Merriam,G Merriam,SE,SE,,,,,Canada,CAN,,,,,,
LECO,1990,5,1,1230,G,,Merriam,G Merriam,SE,SE,,,,,Canada,CAN,,,,,,
LECO,1991,6,1,1230,G,,Merriam,G Merriam,SE,SE,,,,,Canada,CAN,,,,,,
LECO,1992,7,1,1230,G,,Merriam,G Merriam,SE,SE,,,,,Canada,CAN,,,,,,
LECO,1993,8,1,1230,G,,Merriam,G Merriam,SE,SE,,,,,Canada,CAN,,,,,,
LECO,1994,9,1,1230,G,,Merriam,G Merriam,SE,SE,,,,,Canada,CAN,,,,,,
LECO,1995,10,1,1230,G,,Merriam,G Merriam,SE,SE,,,,,Canada,CAN,,,,,,
LECO,1996,11,1,1230,G,,Merriam,G Merriam,SE,SE,,,,,Canada,CAN,,,,,,
LECO,1997,12,1,1230,G,,Merriam,G Merriam,SE,SE,,,,,Canada,CAN,,,,,,
LECO,1998,13,1,1230,G,,Merriam,G Merriam,SE,SE,,missing,,,Canada,CAN,,,,,,
LECO,2010,25,1,1247,G,,Poole,G Poole,SE,SE,Montana State University,missing,Bozeman,MT,USA,USA,,,,,,
LECO,2011,26,1,1249,G,,Pungetti,G Pungetti,Editorial.Board,SE,University of Cambridge,missing,Cambridge,,UK,GBR,,,,,,
LECO,2012,27,1,1249,G,,Pungetti,G Pungetti,Editorial.Board,SE,University of Cambridge,,Cambridge,,UK,GBR,,,,,,
LECO,2012,27,1,1281,G,,Zurlini,G Zurlini,Editorial.Board,SE,University of Salento,missing,Lecce,missing,Italy,ITA,,,,,,
LECO,2013,27,1,1281,G,,Zurlini,G Zurlini,Editorial.Board,SE,University of Salento,,Lecce,,Italy,ITA,,,,,,
LECO,2014,29,1,1281,G,,Zurlini,G Zurlini,Editorial.Board,SE,University of Salento,,Lecce,,Italy,ITA,,,,,,
LECO,2015,30,1,1281,G,,Zurlini,G Zurlini,SE,SE,,,,,Italy,ITA,,,,,,
LECO,2011,26,1,1283,H,D,Allen,H D Allen,Editorial.Board,SE,University of Cambridge,missing,Cambridge,,UK,GBR,,,,,,
LECO,2012,27,1,1283,H,D,Allen,H D Allen,Editorial.Board,SE,University of Cambridge,,Cambridge,,UK,GBR,,,,,,
LECO,2013,27,1,1283,H,D,Allen,H D Allen,Editorial.Board,SE,University of Cambridge,,Cambridge,,UK,GBR,,,,,,
LECO,2014,29,1,1283,H,D,Allen,H D Allen,Editorial.Board,SE,University of Cambridge,,Cambridge,,UK,GBR,,,,,,
LECO,2015,30,1,1283,H,D,Allen,H D Allen,SE,SE,University of Cambridge,,,,UK,GBR,,,,,,
LECO,1993,8,1,1295,H,,Decamps,H Decamps,SE,SE,missing,missing,missing,missing,France,FRA,,,,,,
LECO,1994,9,1,1295,H,,Decamps,H Decamps,SE,SE,,,,,France,FRA,,,,,,
LECO,1995,10,1,1295,H,,Decamps,H Decamps,SE,SE,,,,,France,FRA,,,,,,
LECO,1996,11,1,1295,H,,Decamps,H Decamps,SE,SE,,,,,France,FRA,,,,,,
LECO,1997,12,1,1295,H,,Decamps,H Decamps,SE,SE,,,,,France,FRA,,,,,,
LECO,1998,13,1,1295,H,,Decamps,H Decamps,SE,SE,Centre d'Ecologie des Ressources Renouvelables,missing,Toulouse Cedex,missing,France,FRA,,,,,,
LECO,2001,16,1,1295,H,,Decamps,H Decamps,SE,SE,Centre National de la Recherche Scientifique,Centre d'Ecologie des Systemes,,,France,FRA,,,,,,
LECO,2002,17,1,1295,H,,Decamps,H Decamps,SE,SE,Centre National de la Recherche Scientifique,Centre d'Ecologie des Systemes,,,France,FRA,,,,,,
LECO,2003,18,1,1295,H,,Decamps,H Decamps,SE,SE,Paul Sabatier University,Center of Ecology of Continental Aquatic Systems,,,France,FRA,,,,,,
LECO,2011,26,1,1306,H,,He,H He,Editorial.Board,SE,University of Missouri,missing,Columbia,MO,USA,USA,,,,,,
LECO,2012,27,1,1306,H,,He,H He,Editorial.Board,SE,University of Missouri,,Columbia,MO,USA,USA,,,,,,
LECO,2013,27,1,1306,H,,He,H He,Editorial.Board,SE,University of Missouri,,Columbia,MO,USA,USA,,,,,,
LECO,2014,29,1,1306,H,,He,H He,Editorial.Board,SE,University of Missouri,,Columbia,MO,USA,USA,,,,,,
LECO,2015,30,1,1306,H,,He,H He,SE,SE,,,,,USA,USA,,,,,,
LECO,2007,22,1,1327,H,,Li,H Li,SE,SE,USDA Forest Service,missing,Charleston,,USA,USA,,,,,,
LECO,2008,23,1,1327,H,,Li,H Li,SE,SE,USDA Forest Service,,Charleston,,USA,USA,,,,,,
LECO,2009,24,1,1327,H,,Li,H Li,SE,SE,USDA Forest Service,,Charleston,,USA,USA,,,,,,
LECO,2010,25,1,1327,H,,Li,H Li,SE,SE,USDA Forest Service,,Charleston,,USA,USA,,,,,,
LECO,1987,1,1,1361,H,H,Shugart,H H Shugart,Editorial.Board,SE,missing,missing,missing,missing,USA,USA,,,,,,
LECO,1988,1,3,1361,H,H,Shugart,H H Shugart,SE,SE,,,,,USA,USA,,,,,,
LECO,1989,2,3,1361,H,H,Shugart,H H Shugart,SE,SE,,,,,USA,USA,,,,,,
LECO,1990,5,1,1361,H,H,Shugart,H H Shugart,SE,SE,,,,,USA,USA,,,,,,
LECO,1991,6,1,1361,H,H,Shugart,H H Shugart,SE,SE,,,,,USA,USA,,,,,,
LECO,1992,7,1,1361,H,H,Shugart,H H Shugart,SE,SE,,,,,USA,USA,,,,,,
LECO,1993,8,1,1361,H,H,Shugart,H H Shugart,SE,SE,,,,,USA,USA,,,,,,
LECO,1994,9,1,1361,H,H,Shugart,H H Shugart,SE,SE,,,,,USA,USA,,,,,,
LECO,1995,10,1,1361,H,H,Shugart,H H Shugart,SE,SE,,,,,USA,USA,,,,,,
LECO,1996,11,1,1361,H,H,Shugart,H H Shugart,SE,SE,,,,,USA,USA,,,,,,
LECO,1987,1,1,1428,I,S,Zonneveld,I S Zonneveld,Editorial.Board,SE,missing,missing,missing,missing,Netherlands,NLD,,,,,,
LECO,1988,1,3,1428,I,S,Zonneveld,I S Zonneveld,SE,SE,,missing,,,Netherlands,NLD,,,,,,
LECO,1989,2,3,1428,I,S,Zonneveld,I S Zonneveld,SE,SE,,,,,Netherlands,NLD,,,,,,
LECO,1990,5,1,1428,I,S,Zonneveld,I S Zonneveld,SE,SE,,,,,Netherlands,NLD,,,,,,
LECO,1991,6,1,1428,I,S,Zonneveld,I S Zonneveld,SE,SE,,,,,Netherlands,NLD,,,,,,
LECO,1992,7,1,1428,I,S,Zonneveld,I S Zonneveld,SE,SE,,,,,Netherlands,NLD,,,,,,
LECO,1999,14,1,1429,Juan,,Abad,Juan Abad,SE,SE,Universidad de Alicante,Department of Ecology,,,Spain,ESP,,,,,,
LECO,2000,15,1,1429,Juan,,Abad,Juan Abad,SE,SE,Universidad de Alicante,Department of Ecology,,,Spain,ESP,,,,,,
LECO,2001,16,1,1429,Juan,,Abad,Juan Abad,SE,SE,Universidad de Alicante,Department of Ecology,,,Spain,ESP,,,,,,
LECO,2002,17,1,1429,Juan,,Abad,Juan Abad,SE,SE,Universidad de Alicante,Department of Ecology,,,Spain,ESP,,,,,,
LECO,2003,18,1,1429,Juan,,Abad,Juan Abad,SE,SE,Universidad de Alicante,Department of Ecology,,,Spain,ESP,,,,,,
LECO,2004,19,1,1429,Juan,,Abad,Juan Abad,SE,SE,,,,,Spain,ESP,,,,,,
LECO,2005,20,1,1429,Juan,,Abad,Juan Abad,SE,SE,University of Alicante,Department of Ecology,,,Spain,ESP,,,,,,
LECO,2006,21,1,1429,Juan,,Abad,Juan Abad,SE,SE,University of Alicante,Department of Ecology,,,Spain,ESP,,,,,,
LECO,2007,22,1,1435,J,,Ahem,J Ahem,SE,SE,University of Massachusetts,"Department of Landscape, Architecture Regional Planning",,,USA,USA,,,,,,
LECO,2008,23,1,1435,J,,Ahem,J Ahem,SE,SE,University of Massachusetts,"Department of Landscape, Architecture Regional Planning",,,USA,USA,,,,,,
LECO,2009,24,1,1435,J,,Ahem,J Ahem,SE,SE,University of Massachusetts,,,,USA,USA,,,,,,
LECO,2005,20,1,1456,J,,Baudry,J Baudry,SE,SE,National Institute for Agronomic Research,missing,Rennes,missing,France,FRA,,,,,,
LECO,2006,21,1,1456,J,,Baudry,J Baudry,SE,SE,National Institute for Agronomic Research,,Rennes,,France,FRA,,,,,,
LECO,2007,22,1,1456,J,,Baudry,J Baudry,SE,SE,National Institute for Agronomic Research,,Rennes,,France,FRA,,,,,,
LECO,2008,23,1,1456,J,,Baudry,J Baudry,SE,SE,National Institute for Agronomic Research,,Rennes,,France,FRA,,,,,,
LECO,2009,24,1,1456,J,,Baudry,J Baudry,SE,SE,National Institute for Agronomic Research,,Rennes,,France,FRA,,,,,,
LECO,2010,25,1,1456,J,,Baudry,J Baudry,SE,SE,National Institute for Agronomic Research,,Rennes,,France,FRA,,,,,,
LECO,2009,24,1,1467,J,A,Bissonette,J A Bissonette,SE,SE,Utah State University,missing,Logan,UT,USA,USA,,,,,,
LECO,2010,25,1,1467,J,A,Bissonette,J A Bissonette,SE,SE,Utah State University,,Logan,UT,USA,USA,,,,,,
LECO,2011,26,1,1467,J,A,Bissonette,J A Bissonette,SE,SE,Utah State University,,Logan,UT,USA,USA,,,,,,
LECO,2010,25,1,1473,J,,Bolliger,J Bolliger,SE,SE,Swiss Federal Research Institute WSL,missing,Birmensdorf,,Switzerland,CHE,,,,,,
LECO,2011,26,1,1473,J,,Bolliger,J Bolliger,SE,SE,Swiss Federal Institute WSL,,Birmensdorf,,Switzerland,CHE,,,,,,
LECO,2012,27,1,1473,J,,Bolliger,J Bolliger,Editorial.Board,SE,Swiss Federal Research Institute WSL,,Birmensdorf,,Switzerland,CHE,,,,,,
LECO,2013,27,1,1473,J,,Bolliger,J Bolliger,Editorial.Board,SE,Swiss Federal Research Institute WSL,,Birmensdorf,,Switzerland,CHE,,,,,,
LECO,2014,29,1,1473,J,,Bolliger,J Bolliger,Editorial.Board,SE,Swiss Federal Research Institute WSL,,Birmensdorf,,Switzerland,CHE,,,,,,
LECO,2015,30,1,1473,J,,Bolliger,J Bolliger,SE,SE,,,,,Switzerland,CHE,,,,,,
LECO,1993,8,1,1480,J,,Brandt,J Brandt,SE,SE,missing,missing,missing,missing,Denmark,DNK,,,,,,
LECO,1994,9,1,1480,J,,Brandt,J Brandt,SE,SE,,,,,Denmark,DNK,,,,,,
LECO,1995,10,1,1480,J,,Brandt,J Brandt,SE,SE,,,,,Denmark,DNK,,,,,,
LECO,1996,11,1,1480,J,,Brandt,J Brandt,SE,SE,,,,,Denmark,DNK,,,,,,
LECO,1997,12,1,1480,J,,Brandt,J Brandt,SE,SE,,,,,Denmark,DNK,,,,,,
LECO,1998,13,1,1480,J,,Brandt,J Brandt,SE,SE,Roskilde University,Institute of Geography and International Development Studies,Roskilde,missing,Denmark,DNK,,,,,,
LECO,2001,16,1,1480,J,,Brandt,J Brandt,SE,SE,Roskilde University,Institute of Geography and International Development Studies,,,Denmark,DNK,,,,,,
LECO,2002,17,1,1480,J,,Brandt,J Brandt,SE,SE,Roskilde University,Institute of Geography and International Development Studies,,,Denmark,DNK,,,,,,
LECO,2003,18,1,1480,J,,Brandt,J Brandt,SE,SE,Roskilde University,Institute of Geography and International Development Studies,,,Denmark,DNK,,,,,,
LECO,2004,19,1,1480,Jesper,,Brandt,Jesper Brandt,SE,SE,,,,,Denmark,DNK,,,,,,
LECO,2005,20,1,1480,J,,Brandt,J Brandt,SE,SE,Roskilde University,Institute of Geography and International Development Studies,,,Denmark,DNK,,,,,,
LECO,2006,21,1,1480,J,,Brandt,J Brandt,SE,SE,Roskilde University,Institute of Geography and International Development Studies,,,Denmark,DNK,,,,,,
LECO,2007,22,1,1480,J,,Brandt,J Brandt,SE,SE,Roskilde University,Institute of Geography and International Development Studies,,,Denmark,DNK,,,,,,
LECO,2008,23,1,1480,J,,Brandt,J Brandt,SE,SE,Roskilde University,Institute of Geography and International Development Studies,,,Denmark,DNK,,,,,,
LECO,2009,24,1,1480,J,,Brandt,J Brandt,SE,SE,Roskilde University,,,,Denmark,DNK,,,,,,
LECO,1999,14,1,1482,J,,Breuste,J Breuste,SE,SE,University of Leipzig,Institute of Geography,,,Germany,DEU,,,,,,
LECO,2000,15,1,1482,J,,Breuste,J Breuste,SE,SE,University of Leipzig,Institute of Geography,,,Germany,DEU,,,,,,
LECO,2001,16,1,1482,J,,Breuste,J Breuste,SE,SE,University of Leipzig,Institute of Geography,,,Germany,DEU,,,,,,
LECO,2002,17,1,1482,J,,Breuste,J Breuste,SE,SE,University of Leipzig,Institute of Geography,,,Germany,DEU,,,,,,
LECO,2003,18,1,1482,J,,Breuste,J Breuste,SE,SE,Salzburg University,Department of Geography and Geoinformatics,,,Germany,DEU,,,,,,
LECO,2007,22,1,1484,J,,Briggs,J Briggs,SE,SE,Arizona State University,School of Life Sciences,Tempe,AZ,USA,USA,,,,,,
LECO,2008,23,1,1484,J,,Briggs,J Briggs,SE,SE,Arizona State University,School of Life Sciences,Tempe,AZ,USA,USA,,,,,,
LECO,2009,24,1,1484,J,,Briggs,J Briggs,SE,SE,Arizona State University,,Tempe,AZ,USA,USA,,,,,,
LECO,2015,30,1,1520,J,K,Constanza,J K Constanza,SE,SE,missing,missing,,,USA,USA,,,,,,
LECO,2015,30,1,1533,J,,Cymerman,J Cymerman,SE,SE,missing,missing,,,USA,USA,,,,,,
LECO,2013,27,1,1633,J,,Hepinstall-Cymerman,J Hepinstall-Cymerman,Editorial.Board,SE,University of Georgia,missing,Athens,GA,USA,USA,,,,,,
LECO,2014,29,1,1633,J,,Hepinstall-Cymerman,J Hepinstall-Cymerman,Editorial.Board,SE,University of Georgia,,Athens,GA,USA,USA,,,,,,
LECO,2011,26,1,1640,J,D,Holland,J D Holland,Editorial.Board,SE,Purdue University,missing,West Lafayette,IN,USA,USA,,,,,,
LECO,2012,27,1,1640,J,D,Holland,J D Holland,Editorial.Board,SE,Purdue University,,West Lafayette,IN,USA,USA,,,,,,
LECO,2013,27,1,1640,J,D,Holland,J D Holland,Editorial.Board,SE,Purdue University,,West Lafayette,IN,USA,USA,,,,,,
LECO,2014,29,1,1640,J,D,Holland,J D Holland,Editorial.Board,SE,Purdue University,,West Lafayette,IN,USA,USA,,,,,,
LECO,2015,30,1,1640,J,D,Holland,J D Holland,SE,SE,,,,,USA,USA,,,,,,
LECO,2008,23,1,1653,J,,Jaeger,J Jaeger,SE,SE,Concordia University,"Department of Geography, Planning and Envrionment",Montreal,QC,Canada,CAN,,,,,,
LECO,2009,24,1,1653,J,,Jaeger,J Jaeger,SE,SE,Concordia University,,Montreal,QC,Canada,CAN,,,,,,
LECO,2010,25,1,1653,J,,Jaeger,J Jaeger,SE,SE,Concordia University,,Montreal,QC,Canada,CAN,,,,,,
LECO,2011,26,1,1653,J,,Jaeger,J Jaeger,SE,SE,Concordia University,,Montreal,QC,Canada,CAN,,,,,,
LECO,2012,27,1,1653,J,AG,Jaeger,J AG Jaeger,Editorial.Board,SE,Concordia University,,Montreal,QC,Canada,CAN,,,,,,
LECO,2013,27,1,1682,J,,Krauss,J Krauss,Editorial.Board,SE,University of Wurzburg,missing,Wurzburg,missing,Germany,DEU,,,,,,
LECO,2014,29,1,1682,J,,Krauss,J Krauss,Editorial.Board,SE,University of Wurzburg,,Wurzburg,,Germany,DEU,,,,,,
LECO,2015,30,1,1682,J,,Krauss,J Krauss,SE,SE,,,,,Germany,DEU,,,,,,
LECO,2011,26,1,1687,J,A,Kupfer,J A Kupfer,Editorial.Board,SE,University of South Carolina,missing,Columbia,SC,USA,USA,,,,,,
LECO,2012,27,1,1687,J,A,Kupfer,J A Kupfer,Editorial.Board,SE,University of South Carolina,,Columbia,SC,USA,USA,,,,,,
LECO,2013,27,1,1687,J,A,Kupfer,J A Kupfer,Editorial.Board,SE,University of South Carolina,,Columbia,SC,USA,USA,,,,,,
LECO,2014,29,1,1687,J,A,Kupfer,J A Kupfer,Editorial.Board,SE,University of South Carolina,,Columbia,SC,USA,USA,,,,,,
LECO,2010,25,1,1701,J,,Lawler,J Lawler,SE,SE,University of Washington,missing,Seattle,WA,USA,USA,,,,,,
LECO,2011,26,1,1701,J,,Lawler,J Lawler,SE,SE,University of Washington,,Seattle,WA,USA,USA,,,,,,
LECO,2012,27,1,1701,J,,Lawler,J Lawler,Editorial.Board,SE,University of Washington,,Seattle,WA,USA,USA,,,,,,
LECO,2005,20,1,1718,J,,Liu,J Liu,SE,SE,Michigan State University,Department of Fisheries and Wildlife,East Lansing,MI,USA,USA,,,,,,
LECO,2006,21,1,1718,J,,Liu,J Liu,SE,SE,Michigan State University,Department of Fisheries and Wildlife,East Lansing,MI,USA,USA,,,,,,
LECO,2007,22,1,1728,J,,Ludwig,J Ludwig,SE,SE,Tropical Savannas Management Cooperative Research Centre and CSIRO Sustainable Ecosystems,missing,Atherton,Queensland,Australia,AUS,,,,,,
LECO,2008,23,1,1728,J,,Ludwig,J Ludwig,SE,SE,Tropical Savannas Management Cooperative Research Centre and CSIRO Sustainable Ecosystems,,,,Australia,AUS,,,,,,
LECO,2009,24,1,1728,J,,Ludwig,J Ludwig,SE,SE,Tropical Savannas Management Cooperative Research Centre and CSIRO Sustainable Ecosystems,,,,Australia,AUS,,,,,,
LECO,2008,23,1,1744,J,M,Marzluff,J M Marzluff,SE,SE,University of Washington,College of Forest Resources,missing,missing,USA,USA,,,,,,
LECO,2009,24,1,1744,J,M,Marzluff,J M Marzluff,SE,SE,University of Washington,,,,USA,USA,,,,,,
LECO,2010,25,1,1744,J,M,Marzluff,J M Marzluff,SE,SE,University of Washington,,Snohomish,missing,USA,USA,,,,,,
LECO,2011,26,1,1744,J,M,Marzluff,J M Marzluff,SE,SE,University of Washington,,Seattle,WA,USA,USA,,,,,,
LECO,2012,27,1,1744,J,M,Marzluff,J M Marzluff,Editorial.Board,SE,University of Washington,,Seattle,WA,USA,USA,,,,,,
LECO,2003,18,1,1763,Jean-Paul,,Metzger,Jean-Paul Metzger,SE,SE,University of Sao Paolo,Department of Ecology,missing,missing,Brazil,BRA,,,,,,
LECO,2004,19,1,1763,Jean-Paul,,Metzger,Jean-Paul Metzger,SE,SE,,,,,Brazil,BRA,,,,,,
LECO,2005,20,1,1763,Jean-Paul,,Metzger,Jean-Paul Metzger,SE,SE,University of Sao Paolo,Department of Ecology,,,Brazil,BRA,,,,,,
