JOURNAL,YEAR,VOLUME,ISSUE,TITLE,NAME,,COUNTRY,GENDER,CATEGORY,NOTES,INST
GCB,2001,7,,Editorial Advisory Board,Ted Smayda,,USA,M,,,
GCB,2001,7,,Editorial Advisory Board,Keith Smith,,UK,M,,,
GCB,2001,7,,Editorial Advisory Board,Nigel E Stork,,Australia,M,,,
GCB,2001,7,,Editorial Advisory Board,Masayuki M Takahashi,,Japan,M,,,
GCB,2001,7,,Editorial Advisory Board,Max Tilzer,,Germany,M,,,
GCB,2001,7,,Editorial Advisory Board,Riccardo Valentini,,Italy,M,,,
GCB,2001,7,,Editorial Advisory Board,Bess B Ward,,USA,F,,,
GCB,2001,7,,Editorial Advisory Board,J B Whitaker ,,UK,M,,,
GCB,2001,7,,Editorial Advisory Board,F Ian Woodward,,UK,M,,,
GCB,2002,8,1,Chief Editor,Steve Long,,USA,M,,,University of Illinois
GCB,2002,8,1,Managing Editor,Harry Smith,,UK,M,,,University of Nottingham
GCB,2002,8,1,Editor,Dennis Baldocchi,,USA,M,,,"University of California, Berkeley"
GCB,2002,8,1,Editor,Jeff Bale,,UK,M,,,University of Birmingham
GCB,2002,8,1,Editor,Eric Davidson,,USA,M,,,Woods Hole Research Center
GCB,2002,8,1,Editor,Richard Geider,,UK,M,,,University of Essex
GCB,2002,8,1,Editor,Steve Pacala,,USA,M,,,Princeton University
GCB,2002,8,1,Editor,Colin Prentice,,Germany,M,,,MPI - Jena
GCB,2002,8,1,Editor,Jim Prosser,,UK,M,,,University of Aberdeen
GCB,2002,8,1,Editor,Rowan Sage,,Canada,M,,,University of Toronto
GCB,2002,8,1,Editor,William Schlesinger,,USA,M,,,Duke University
GCB,2002,8,1,Editorial Advisory Board,Marilyn Ball,,Australia,F,,,
GCB,2002,8,1,Editorial Advisory Board,Fakhri Bazzaz,,USA,M,,,
GCB,2002,8,1,Editorial Advisory Board,Tom H Blackburn,,Denmark,M,,,
GCB,2002,8,1,Editorial Advisory Board,Bill Block,,UK,M,,,
GCB,2002,8,1,Editorial Advisory Board,Gordan Bonan,,USA,M,,,
GCB,2002,8,1,Editorial Advisory Board,Sandra Brown,,USA,F,,,
GCB,2002,8,1,Editorial Advisory Board,Doug Capone,,USA,F,,,
GCB,2002,8,1,Editorial Advisory Board,Bruce E Chalker,,Australia,M,,,
GCB,2002,8,1,Editorial Advisory Board,James S Clark,,USA,M,,,
GCB,2002,8,1,Editorial Advisory Board,Roger C Dahlman,,USA,M,,,
GCB,2002,8,1,Editorial Advisory Board,Bert G Drake,,USA,M,,,
GCB,2002,8,1,Editorial Advisory Board,Zvy Dubinsky,,Israel,M,,,
GCB,2002,8,1,Editorial Advisory Board,Inez Fung,,Canada,F,,,
GCB,2002,8,1,Editorial Advisory Board,Ilkka Hanski,,Finland,M,,,
GCB,2002,8,1,Editorial Advisory Board,Ann Henderson-Sellers,,Australia,F,,,
GCB,2002,8,1,Editorial Advisory Board,Tadaki Hirose,,Japan,M,,,
GCB,2002,8,1,Editorial Advisory Board,Patrick Holligan,,UK,M,,,
GCB,2002,8,1,Editorial Advisory Board,Paul Jarvis,,UK,M,,,
GCB,2002,8,1,Editorial Advisory Board,R L Jefferies,,Canada,M,,,
GCB,2002,8,1,Editorial Advisory Board,Peter Kareiva,,USA,M,,,
GCB,2002,8,1,Editorial Advisory Board,Bruce A Kimball,,USA,M,,,
GCB,2002,8,1,Editorial Advisory Board,Roger Knowles,,Canada,M,,,
GCB,2002,8,1,Editorial Advisory Board,Christian Korner,,Switzerland,M,,,
GCB,2002,8,1,Editorial Advisory Board,Beverly E Law,,USA,F,,,
GCB,2002,8,1,Editorial Advisory Board,Jeffrey Levinton,,USA,M,,,
GCB,2002,8,1,Editorial Advisory Board,Jon Lloyd,,Germany,M,,,
GCB,2002,8,1,Editorial Advisory Board,Pamela Matson,,USA,F,,,
GCB,2002,8,1,Editorial Advisory Board,Franco Miglietta,,Italy,M,,,
GCB,2002,8,1,Editorial Advisory Board,Hal Mooney,,USA,M,,,
GCB,2002,8,1,Editorial Advisory Board,JC Murrell,,UK,M,,,
GCB,2002,8,1,Editorial Advisory Board,Maria Piedade,,Brazil,F,,,
GCB,2002,8,1,Editorial Advisory Board,Hugo Rogers,,USA,M,,,
GCB,2002,8,1,Editorial Advisory Board,Osvaldo Sala,,Argentina,M,,,
GCB,2002,8,1,Editorial Advisory Board,David Schimel,,Germany,M,,,
GCB,2002,8,1,Editorial Advisory Board,Robert Scholes,,South Africa,M,,,
GCB,2002,8,1,Editorial Advisory Board,E-D Schulze,,Germany,M,,,
GCB,2002,8,1,Editorial Advisory Board,Hank H Schugart,,USA,M,,,
GCB,2002,8,1,Editorial Advisory Board,Ted Smayda,,USA,M,,,
GCB,2002,8,1,Editorial Advisory Board,Keith Smith,,UK,M,,,
GCB,2002,8,1,Editorial Advisory Board,Nigel E Stork,,Australia,M,,,
GCB,2002,8,1,Editorial Advisory Board,Masayuki M Takahashi,,Japan,M,,,
GCB,2002,8,1,Editorial Advisory Board,Max Tilzer,,Germany,M,,,
GCB,2002,8,1,Editorial Advisory Board,Riccardo Valentini,,Italy,M,,,
GCB,2002,8,1,Editorial Advisory Board,Bess B Ward,,USA,F,,,
GCB,2002,8,1,Editorial Advisory Board,J B Whitaker ,,UK,M,,,
GCB,2002,8,1,Editorial Advisory Board,F Ian Woodward,,UK,M,,,
GCB,2002,8,1,Production Editor,Emma Maddocks,,UK,F,,,Blackwell Publishing
GCB,2003,9,,Chief Editor,Steve Long,,USA,M,,,University of Illinois
GCB,2003,9,,Editor,Dennis Baldocchi,,USA,M,,,"University of California, Berkeley"
GCB,2003,9,,Editor,Nina Buchmann,,Switzerland,F,,,ETH Zurich
GCB,2003,9,,Editor,Eric Davidson,,USA,M,,,Woods Hole Research Center
GCB,2003,9,,Editor,Richard Geider,,UK,M,,,University of Essex
GCB,2003,9,,Editor,Hefin Jones,,UK,M,,,Cardiff University
GCB,2003,9,,Editor,Beverly E Law,,USA,F,,,Oregan State University
GCB,2003,9,,Editor,Dennis Ojima,,USA,M,,,Colorado State University
GCB,2003,9,,Editor,Colin Prentice,,Germany,M,,,MPI - Jena
GCB,2003,9,,Editor,Rowan Sage,,Canada,M,,,University of Toronto
GCB,2003,9,,Editor,Osvaldo Sala,,Argentina,M,,,University of Buenos Aires
GCB,2003,9,,Co-founding Editor,Harry Smith,,UK,M,,,
GCB,2003,9,,Editorial Advisory Board,Marilyn Ball,,Australia,F,,,
GCB,2003,9,,Editorial Advisory Board,Fakhri Bazzaz,,USA,M,,,
GCB,2003,9,,Editorial Advisory Board,Tom H Blackburn,,Denmark,M,,,
GCB,2003,9,,Editorial Advisory Board,Gordan Bonan,,USA,M,,,
GCB,2003,9,,Editorial Advisory Board,Sandra Brown,,USA,F,,,
GCB,2003,9,,Editorial Advisory Board,Doug Capone,,USA,F,,,
GCB,2003,9,,Editorial Advisory Board,Bruce E Chalker,,Australia,M,,,
GCB,2003,9,,Editorial Advisory Board,James S Clark,,USA,M,,,
GCB,2003,9,,Editorial Advisory Board,Roger C Dahlman,,USA,M,,,
GCB,2003,9,,Editorial Advisory Board,Bert G Drake,,USA,M,,,
GCB,2003,9,,Editorial Advisory Board,Zvy Dubinsky,,Israel,M,,,
GCB,2003,9,,Editorial Advisory Board,Inez Fung,,Canada,F,,,
GCB,2003,9,,Editorial Advisory Board,Ilkka Hanski,,Finland,M,,,
GCB,2003,9,,Editorial Advisory Board,Ann Henderson-Sellers,,Australia,F,,,
GCB,2003,9,,Editorial Advisory Board,Tadaki Hirose,,Japan,M,,,
GCB,2003,9,,Editorial Advisory Board,Patrick Holligan,,UK,M,,,
GCB,2003,9,,Editorial Advisory Board,Paul Jarvis,,UK,M,,,
GCB,2003,9,,Editorial Advisory Board,R L Jefferies,,Canada,M,,,
GCB,2003,9,,Editorial Advisory Board,Peter Kareiva,,USA,M,,,
GCB,2003,9,,Editorial Advisory Board,Bruce A Kimball,,USA,M,,,
GCB,2003,9,,Editorial Advisory Board,Roger Knowles,,Canada,M,,,
GCB,2003,9,,Editorial Advisory Board,Christian Korner,,Switzerland,M,,,
GCB,2003,9,,Editorial Advisory Board,Jeffrey Levinton,,USA,M,,,
GCB,2003,9,,Editorial Advisory Board,Jon Lloyd,,Germany,M,,,
GCB,2003,9,,Editorial Advisory Board,Pamela Matson,,USA,F,,,
GCB,2003,9,,Editorial Advisory Board,Franco Miglietta,,Italy,M,,,
GCB,2003,9,,Editorial Advisory Board,Hal Mooney,,USA,M,,,
GCB,2003,9,,Editorial Advisory Board,JC Murrell,,UK,M,,,
GCB,2003,9,,Editorial Advisory Board,Maria Piedade,,Brazil,F,,,
GCB,2003,9,,Editorial Advisory Board,Hugo Rogers,,USA,M,,,
GCB,2003,9,,Editorial Advisory Board,Osvaldo Sala,,Argentina,M,,,
GCB,2003,9,,Editorial Advisory Board,David Schimel,,Germany,M,,,
GCB,2003,9,,Editorial Advisory Board,Robert Scholes,,South Africa,M,,,
GCB,2003,9,,Editorial Advisory Board,E-D Schulze,,Germany,M,,,
GCB,2003,9,,Editorial Advisory Board,Hank H Schugart,,USA,M,,,
GCB,2003,9,,Editorial Advisory Board,Ted Smayda,,USA,M,,,
GCB,2003,9,,Editorial Advisory Board,Keith Smith,,UK,M,,,
GCB,2003,9,,Editorial Advisory Board,Nigel E Stork,,Australia,M,,,
GCB,2003,9,,Editorial Advisory Board,Masayuki M Takahashi,,Japan,M,,,
GCB,2003,9,,Editorial Advisory Board,Max Tilzer,,Germany,M,,,
GCB,2003,9,,Editorial Advisory Board,Riccardo Valentini,,Italy,M,,,
GCB,2003,9,,Editorial Advisory Board,Bess B Ward,,USA,F,,,
GCB,2003,9,,Editorial Advisory Board,J B Whitaker ,,UK,M,,,
GCB,2003,9,,Editorial Advisory Board,F Ian Woodward,,UK,M,,,
GCB,2004,10,,Chief Editor,Steve Long,,USA,M,,,University of Illinois
GCB,2004,10,,Editor,Dennis Baldocchi,,USA,M,,,"University of California, Berkeley"
GCB,2004,10,,Editor,Nina Buchmann,,Switzerland,F,,,ETH Zurich
GCB,2004,10,,Editor,M. Francesca Cotrufo,,Italy,F,,,Seconda Universita
GCB,2004,10,,Editor,Eric Davidson,,USA,M,,,Woods Hole Research Center
GCB,2004,10,,Editor,Richard Geider,,UK,M,,,University of Essex
GCB,2004,10,,Editor,Hefin Jones,,UK,M,,,Cardiff University
GCB,2004,10,,Editor,Beverly E Law,,USA,F,,,Oregan State University
GCB,2004,10,,Editor,Dennis Ojima,,USA,M,,,Colorado State University
GCB,2004,10,,Editor,Colin Prentice,,Germany,M,,,MPI - Jena
GCB,2004,10,,Editor,Rowan Sage,,Canada,M,,,University of Toronto
GCB,2004,10,,Editor,Osvaldo Sala,,Argentina,M,,,University of Buenos Aires
GCB,2004,10,,Co-founding Editor,Harry Smith,,UK,M,,,
GCB,2004,10,,Editorial Advisory Board,Marilyn Ball,,Australia,F,,,
GCB,2004,10,,Editorial Advisory Board,Tom H Blackburn,,Denmark,M,,,
GCB,2004,10,,Editorial Advisory Board,Gordan Bonan,,USA,M,,,
GCB,2004,10,,Editorial Advisory Board,Sandra Brown,,USA,F,,,
GCB,2004,10,,Editorial Advisory Board,Doug Capone,,USA,F,,,
GCB,2004,10,,Editorial Advisory Board,Bruce E Chalker,,Australia,M,,,
GCB,2004,10,,Editorial Advisory Board,James S Clark,,USA,M,,,
GCB,2004,10,,Editorial Advisory Board,Roger C Dahlman,,USA,M,,,
GCB,2004,10,,Editorial Advisory Board,Bert G Drake,,USA,M,,,
GCB,2004,10,,Editorial Advisory Board,Zvy Dubinsky,,Israel,M,,,
GCB,2004,10,,Editorial Advisory Board,Ilkka Hanski,,Finland,M,,,
GCB,2004,10,,Editorial Advisory Board,Ann Henderson-Sellers,,Australia,F,,,
GCB,2004,10,,Editorial Advisory Board,Tadaki Hirose,,Japan,M,,,
GCB,2004,10,,Editorial Advisory Board,Patrick Holligan,,UK,M,,,
GCB,2004,10,,Editorial Advisory Board,Paul Jarvis,,UK,M,,,
GCB,2004,10,,Editorial Advisory Board,R L Jefferies,,Canada,M,,,
GCB,2004,10,,Editorial Advisory Board,Bruce Kimball,,USA,M,,,
GCB,2004,10,,Editorial Advisory Board,Roger Knowles,,Canada,M,,,
GCB,2004,10,,Editorial Advisory Board,Christian Korner,,Switzerland,M,,,
GCB,2004,10,,Editorial Advisory Board,Jeffrey Levinton,,USA,M,,,
GCB,2004,10,,Editorial Advisory Board,Jon Lloyd,,Germany,M,,,
GCB,2004,10,,Editorial Advisory Board,Pamela Matson,,USA,F,,,
GCB,2004,10,,Editorial Advisory Board,Franco Miglietta,,Italy,M,,,
GCB,2004,10,,Editorial Advisory Board,JC Murrell,,UK,M,,,
GCB,2004,10,,Editorial Advisory Board,Jim Prosser,,USA,M,,,
GCB,2004,10,,Editorial Advisory Board,Maria Piedade,,Brazil,F,,,
GCB,2004,10,,Editorial Advisory Board,Hugo Rogers,,USA,M,,,
GCB,2004,10,,Editorial Advisory Board,David Schimel,,Germany,M,,,
GCB,2004,10,,Editorial Advisory Board,Robert Scholes,,South Africa,M,,,
GCB,2004,10,,Editorial Advisory Board,E-D Schulze,,Germany,M,,,
GCB,2004,10,,Editorial Advisory Board,Hank H Schugart,,USA,M,,,
GCB,2004,10,,Editorial Advisory Board,Ted Smayda,,USA,M,,,
GCB,2004,10,,Editorial Advisory Board,Keith Smith,,UK,M,,,
GCB,2004,10,,Editorial Advisory Board,Nigel E Stork,,Australia,M,,,
GCB,2004,10,,Editorial Advisory Board,Masayuki M Takahashi,,Japan,M,,,
GCB,2004,10,,Editorial Advisory Board,Max Tilzer,,Germany,M,,,
GCB,2004,10,,Editorial Advisory Board,Riccardo Valentini,,Italy,M,,,
GCB,2004,10,,Editorial Advisory Board,Bess B Ward,,USA,F,,,
GCB,2004,10,,Editorial Advisory Board,J B Whitaker ,,UK,M,,,
GCB,2004,10,,Editorial Advisory Board,F Ian Woodward,,UK,M,,,
GCB,2004,10,,Editorial Assistant,Rebecca Heid,,USA,F,,,University of Illinois
GCB,2004,10,,Production Editor,Ian H Jones,,UK,M,,,Blackwell Science Ltd
GCB,2005,11,,Chief Editor,Steve Long,,USA,M,,,University of Illinois
GCB,2005,11,,Editor,Dennis Baldocchi,,USA,M,,,"University of California, Berkeley"
GCB,2005,11,,Editor,Nina Buchmann,,Switzerland,F,,,ETH Zurich
GCB,2005,11,,Editor,M. Francesca Cotrufo,,Italy,F,,,Seconda Universita
GCB,2005,11,,Editor,Eric Davidson,,USA,M,,,Woods Hole Research Center
GCB,2005,11,,Editor,Richard Geider,,UK,M,,,University of Essex
GCB,2005,11,,Editor,Ivan Janssens,,Belgium,F,,,University of Antwerp
GCB,2005,11,,Editor,Hefin Jones,,UK,M,,,Cardiff University
GCB,2005,11,,Editor,Beverly E Law,,USA,F,,,Oregan State University
GCB,2005,11,,Editor,Rowan Sage,,Canada,M,,,University of Toronto
GCB,2005,11,,Editor,Osvaldo Sala,,Argentina,M,,,University of Buenos Aires
GCB,2005,11,,Co-founding Editor,Harry Smith,,UK,M,,,
GCB,2005,11,,Editorial Advisory Board,Marilyn Ball,,Australia,F,,,
GCB,2005,11,,Editorial Advisory Board,Tom H Blackburn,,Denmark,M,,,
GCB,2005,11,,Editorial Advisory Board,Gordan Bonan,,USA,M,,,
GCB,2005,11,,Editorial Advisory Board,Sandra Brown,,USA,F,,,
GCB,2005,11,,Editorial Advisory Board,Doug Capone,,USA,F,,,
GCB,2005,11,,Editorial Advisory Board,Bruce E Chalker,,Australia,M,,,
GCB,2005,11,,Editorial Advisory Board,James S Clark,,USA,M,,,
GCB,2005,11,,Editorial Advisory Board,Roger C Dahlman,,USA,M,,,
GCB,2005,11,,Editorial Advisory Board,Bert G Drake,,USA,M,,,
GCB,2005,11,,Editorial Advisory Board,Zvy Dubinsky,,Israel,M,,,
GCB,2005,11,,Editorial Advisory Board,Ilkka Hanski,,Finland,M,,,
GCB,2005,11,,Editorial Advisory Board,Ann Henderson-Sellers,,Australia,F,,,
GCB,2005,11,,Editorial Advisory Board,Tadaki Hirose,,Japan,M,,,
GCB,2005,11,,Editorial Advisory Board,Patrick Holligan,,UK,M,,,
GCB,2005,11,,Editorial Advisory Board,Paul Jarvis,,UK,M,,,
GCB,2005,11,,Editorial Advisory Board,R L Jefferies,,Canada,M,,,
GCB,2005,11,,Editorial Advisory Board,Bruce Kimball,,USA,M,,,
GCB,2005,11,,Editorial Advisory Board,Roger Knowles,,Canada,M,,,
GCB,2005,11,,Editorial Advisory Board,Christian Korner,,Switzerland,M,,,
GCB,2005,11,,Editorial Advisory Board,Jeffrey Levinton,,USA,M,,,
GCB,2005,11,,Editorial Advisory Board,Jon Lloyd,,Germany,M,,,
GCB,2005,11,,Editorial Advisory Board,Pamela Matson,,USA,F,,,
GCB,2005,11,,Editorial Advisory Board,Franco Miglietta,,Italy,M,,,
GCB,2005,11,,Editorial Advisory Board,JC Murrell,,UK,M,,,
GCB,2005,11,,Editorial Advisory Board,Jim Prosser,,USA,M,,,
GCB,2005,11,,Editorial Advisory Board,Maria Piedade,,Brazil,F,,,
GCB,2005,11,,Editorial Advisory Board,Hugo Rogers,,USA,M,,,
GCB,2005,11,,Editorial Advisory Board,David Schimel,,Germany,M,,,
GCB,2005,11,,Editorial Advisory Board,Robert Scholes,,South Africa,M,,,
GCB,2005,11,,Editorial Advisory Board,E-D Schulze,,Germany,M,,,
GCB,2005,11,,Editorial Advisory Board,Hank H Schugart,,USA,M,,,
GCB,2005,11,,Editorial Advisory Board,Ted Smayda,,USA,M,,,
GCB,2005,11,,Editorial Advisory Board,Keith Smith,,UK,M,,,
GCB,2005,11,,Editorial Advisory Board,Nigel E Stork,,Australia,M,,,
GCB,2005,11,,Editorial Advisory Board,Masayuki M Takahashi,,Japan,M,,,
GCB,2005,11,,Editorial Advisory Board,Max Tilzer,,Germany,M,,,
GCB,2005,11,,Editorial Advisory Board,Riccardo Valentini,,Italy,M,,,
GCB,2005,11,,Editorial Advisory Board,Bess B Ward,,USA,F,,,
GCB,2005,11,,Editorial Advisory Board,J B Whitaker ,,UK,M,,,
GCB,2005,11,,Editorial Advisory Board,F Ian Woodward,,UK,M,,,
GCB,2005,11,,Editorial Assistant,Rebecca Heid,,USA,F,,,University of Illinois
GCB,2005,11,,Production Editor,Francesca Wood,,UK,F,,,Blackwell Publishing 
GCB,2006,12,,Chief Editor,Steve Long,,USA,M,,,University of Illinois
GCB,2006,12,,Editor,Dennis Baldocchi,,USA,M,,,"University of California, Berkeley"
GCB,2006,12,,Editor,Nina Buchmann,,Switzerland,F,,,ETH Zurich
GCB,2006,12,,Editor,M. Francesca Cotrufo,,Italy,F,,,Seconda Universita
GCB,2006,12,,Editor,Eric Davidson,,USA,M,,,Woods Hole Research Center
GCB,2006,12,,Editor,Richard Geider,,UK,M,,,University of Essex
GCB,2006,12,,Editor,Paul Hanson,,USA,M,,,ORNL
GCB,2006,12,,Editor,Ivan Janssens,,Belgium,F,,,University of Antwerp
GCB,2006,12,,Editor,Hefin Jones,,UK,M,,,Cardiff University
GCB,2006,12,,Editor,Kazuhiko Kobayashi,,Japan,M,,,University of Tokyo
GCB,2006,12,,Editor,Colin Prentice,,Germany,M,,,MPI - Jena
GCB,2006,12,,Editor,Rowan Sage,,Canada,M,,,University of Toronto
GCB,2006,12,,Editor,Sharon Robinson,,Australia,F,,,University of Wollongong
GCB,2006,12,,Co-founding Editor,Harry Smith,,UK,M,,,
GCB,2006,12,,Editorial Advisory Board,Marilyn Ball,,Australia,F,,,
GCB,2006,12,,Editorial Advisory Board,Tom H Blackburn,,Denmark,M,,,
GCB,2006,12,,Editorial Advisory Board,Gordan Bonan,,USA,M,,,
GCB,2006,12,,Editorial Advisory Board,Sandra Brown,,USA,F,,,
GCB,2006,12,,Editorial Advisory Board,Doug Capone,,USA,F,,,
GCB,2006,12,,Editorial Advisory Board,Bruce E Chalker,,Australia,M,,,
GCB,2006,12,,Editorial Advisory Board,James S Clark,,USA,M,,,
GCB,2006,12,,Editorial Advisory Board,Roger C Dahlman,,USA,M,,,
GCB,2006,12,,Editorial Advisory Board,Bert G Drake,,USA,M,,,
GCB,2006,12,,Editorial Advisory Board,Zvy Dubinsky,,Israel,M,,,
GCB,2006,12,,Editorial Advisory Board,Ilkka Hanski,,Finland,M,,,
GCB,2006,12,,Editorial Advisory Board,Ann Henderson-Sellers,,Australia,F,,,
GCB,2006,12,,Editorial Advisory Board,Tadaki Hirose,,Japan,M,,,
GCB,2006,12,,Editorial Advisory Board,Patrick Holligan,,UK,M,,,
GCB,2006,12,,Editorial Advisory Board,Paul Jarvis,,UK,M,,,
GCB,2006,12,,Editorial Advisory Board,R L Jefferies,,Canada,M,,,
GCB,2006,12,,Editorial Advisory Board,Bruce Kimball,,USA,M,,,
GCB,2006,12,,Editorial Advisory Board,Roger Knowles,,Canada,M,,,
GCB,2006,12,,Editorial Advisory Board,Christian Korner,,Switzerland,M,,,
GCB,2006,12,,Editorial Advisory Board,Jeffrey Levinton,,USA,M,,,
GCB,2006,12,,Editorial Advisory Board,Jon Lloyd,,Germany,M,,,
GCB,2006,12,,Editorial Advisory Board,Pamela Matson,,USA,F,,,
GCB,2006,12,,Editorial Advisory Board,Franco Miglietta,,Italy,M,,,
GCB,2006,12,,Editorial Advisory Board,JC Murrell,,UK,M,,,
GCB,2006,12,,Editorial Advisory Board,Jim Prosser,,USA,M,,,
GCB,2006,12,,Editorial Advisory Board,Maria Piedade,,Brazil,F,,,
GCB,2006,12,,Editorial Advisory Board,Hugo Rogers,,USA,M,,,
GCB,2006,12,,Editorial Advisory Board,David Schimel,,Germany,M,,,
GCB,2006,12,,Editorial Advisory Board,Robert Scholes,,South Africa,M,,,
GCB,2006,12,,Editorial Advisory Board,E-D Schulze,,Germany,M,,,
GCB,2006,12,,Editorial Advisory Board,Hank H Schugart,,USA,M,,,
GCB,2006,12,,Editorial Advisory Board,Ted Smayda,,USA,M,,,
GCB,2006,12,,Editorial Advisory Board,Keith Smith,,UK,M,,,
GCB,2006,12,,Editorial Advisory Board,Nigel E Stork,,Australia,M,,,
GCB,2006,12,,Editorial Advisory Board,Masayuki M Takahashi,,Japan,M,,,
GCB,2006,12,,Editorial Advisory Board,Max Tilzer,,Germany,M,,,
GCB,2006,12,,Editorial Advisory Board,Riccardo Valentini,,Italy,M,,,
GCB,2006,12,,Editorial Advisory Board,Bess B Ward,,USA,F,,,
GCB,2006,12,,Editorial Advisory Board,J B Whitaker ,,UK,M,,,
GCB,2006,12,,Editorial Advisory Board,F Ian Woodward,,UK,M,,,
GCB,2006,12,,Editorial Assistant,Rebecca Heid,,USA,F,,,University of Illinois
GCB,2006,12,,Production Editor,Francesca Wood,,UK,F,,,Blackwell Publishing 
GCB,2007,13,,Chief Editor,Steve Long,,USA,M,,,University of Illinois
GCB,2007,13,,Editor,Dennis Baldocchi,,USA,M,,,"University of California, Berkeley"
GCB,2007,13,,Editor,Nina Buchmann,,Switzerland,F,,,ETH Zurich
GCB,2007,13,,Editor,M. Francesca Cotrufo,,Italy,F,,,Seconda Universita
GCB,2007,13,,Editor,Eric Davidson,,USA,M,,,Woods Hole Research Center
GCB,2007,13,,Editor,Paul Hanson,,USA,M,,,ORNL
GCB,2007,13,,Editor,Ivan Janssens,,Belgium,F,,,University of Antwerp
GCB,2007,13,,Editor,Hefin Jones,,UK,M,,,Cardiff University
GCB,2007,13,,Editor,Kazuhiko Kobayashi,,Japan,M,,,University of Tokyo
GCB,2007,13,,Editor,Colin Prentice,,Germany,M,,,MPI - Jena
GCB,2007,13,,Editor,Rowan Sage,,Canada,M,,,University of Toronto
GCB,2007,13,,Editor,David J Smith,,UK,M,,,University of Essex
GCB,2007,13,,Editor,Marcel E Visser,,Netherlands,M,,,Netherlands Institute of Technology
GCB,2007,13,,Co-founding Editor,Harry Smith,,UK,M,,,
GCB,2007,13,,Editorial Advisory Board,Marilyn Ball,,Australia,F,,,
GCB,2007,13,,Editorial Advisory Board,Tom H Blackburn,,Denmark,M,,,
GCB,2007,13,,Editorial Advisory Board,Gordan Bonan,,USA,M,,,
GCB,2007,13,,Editorial Advisory Board,Sandra Brown,,USA,F,,,
GCB,2007,13,,Editorial Advisory Board,Doug Capone,,USA,F,,,
GCB,2007,13,,Editorial Advisory Board,Bruce E Chalker,,Australia,M,,,
GCB,2007,13,,Editorial Advisory Board,James S Clark,,USA,M,,,
GCB,2007,13,,Editorial Advisory Board,Roger C Dahlman,,USA,M,,,
GCB,2007,13,,Editorial Advisory Board,Bert G Drake,,USA,M,,,
GCB,2007,13,,Editorial Advisory Board,Zvy Dubinsky,,Israel,M,,,
GCB,2007,13,,Editorial Advisory Board,Ilkka Hanski,,Finland,M,,,
GCB,2007,13,,Editorial Advisory Board,Ann Henderson-Sellers,,Australia,F,,,
GCB,2007,13,,Editorial Advisory Board,Tadaki Hirose,,Japan,M,,,
GCB,2007,13,,Editorial Advisory Board,Patrick Holligan,,UK,M,,,
GCB,2007,13,,Editorial Advisory Board,Paul Jarvis,,UK,M,,,
GCB,2007,13,,Editorial Advisory Board,R L Jefferies,,Canada,M,,,
GCB,2007,13,,Editorial Advisory Board,Bruce Kimball,,USA,M,,,
GCB,2007,13,,Editorial Advisory Board,Roger Knowles,,Canada,M,,,
GCB,2007,13,,Editorial Advisory Board,Christian Korner,,Switzerland,M,,,
GCB,2007,13,,Editorial Advisory Board,Jeffrey Levinton,,USA,M,,,
GCB,2007,13,,Editorial Advisory Board,Jon Lloyd,,Germany,M,,,
GCB,2007,13,,Editorial Advisory Board,Pamela Matson,,USA,F,,,
GCB,2007,13,,Editorial Advisory Board,Franco Miglietta,,Italy,M,,,
GCB,2007,13,,Editorial Advisory Board,JC Murrell,,UK,M,,,
GCB,2007,13,,Editorial Advisory Board,Jim Prosser,,USA,M,,,
GCB,2007,13,,Editorial Advisory Board,Maria Piedade,,Brazil,F,,,
GCB,2007,13,,Editorial Advisory Board,Hugo Rogers,,USA,M,,,
GCB,2007,13,,Editorial Advisory Board,David Schimel,,Germany,M,,,
GCB,2007,13,,Editorial Advisory Board,Robert Scholes,,South Africa,M,,,
GCB,2007,13,,Editorial Advisory Board,E-D Schulze,,Germany,M,,,
GCB,2007,13,,Editorial Advisory Board,Hank H Schugart,,USA,M,,,
GCB,2007,13,,Editorial Advisory Board,Ted Smayda,,USA,M,,,
GCB,2007,13,,Editorial Advisory Board,Keith Smith,,UK,M,,,
GCB,2007,13,,Editorial Advisory Board,Nigel E Stork,,Australia,M,,,
GCB,2007,13,,Editorial Advisory Board,Masayuki M Takahashi,,Japan,M,,,
GCB,2007,13,,Editorial Advisory Board,Max Tilzer,,Germany,M,,,
GCB,2007,13,,Editorial Advisory Board,Riccardo Valentini,,Italy,M,,,
GCB,2007,13,,Editorial Advisory Board,Bess B Ward,,USA,F,,,
GCB,2007,13,,Editorial Advisory Board,J B Whitaker ,,UK,M,,,
GCB,2007,13,,Editorial Advisory Board,F Ian Woodward,,UK,M,,,
GCB,2007,13,,Editorial Assistant,Rebecca Heid,,USA,F,,,University of Illinois
