JOURNAL,YEAR,VOLUME,ISSUE,editor_id,FIRST_NAME,MIDDLE_NAME,LAST_NAME,NAME,TITLE.x,CATEGORY,INST_Prior_class,INST,UNIT,CITY,STATE,COUNTRY,geo.code,COUNTRY_Prior_Class,geo.code_Prior_Class
JAPE,1995,32,1,2484,Michael,Green,Morris,Michael Green Morris,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1995,32,1,2910,Peter,,Rothery,Peter Rothery,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1995,32,1,3222,Roy,W,Snaydon,Roy W Snaydon,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1995,32,1,1420,Ian,F,Spellerberg,Ian F Spellerberg,Review.Board,SE,,,,,,New Zealand,NZL,New Zealand,NZL
JAPE,1995,32,1,1884,Janet,I,Sprent,Janet I Sprent,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1995,32,1,1368,Henry,,Thomas,Henry Thomas,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1995,32,1,2703,Nigel,,Webb,Nigel Webb,Editor,EIC,,,,,,UK,GBR,UK,GBR
JAPE,1995,32,1,910,David,,Welch,David Welch,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1996,33,1,3020,Ralph,T,Clarke,Ralph T Clarke,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1996,33,1,3730,W,,Day,W Day,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1996,33,1,3075,Rhys,E,Green,Rhys E Green,Review.Board,SE,,NoInst,,Edinburgh,NoState,UK,GBR,UK,GBR
JAPE,1996,33,1,104,Alison,,Hester,Alison Hester,Review.Board,SE,,NoInst,,Aberdeen,NoState,UK,GBR,UK,GBR
JAPE,1996,33,1,722,David,A,Hill,David A Hill,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1996,33,1,2410,Mark,O,Hill,Mark O Hill,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1996,33,1,3569,Tom,C,Hutchinson,Tom C Hutchinson,Review.Board,SE,Trent University,,,,,Canada,CAN,Canada,CAN
JAPE,1996,33,1,1316,Hugh,AP,Ingram,Hugh AP Ingram,Editor,AE,,,,,,UK,GBR,UK,GBR
JAPE,1996,33,1,2840,Paul,Gordon,Jarvis,Paul Gordon Jarvis,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1996,33,1,3143,Rob,H,Marrs,Rob H Marrs,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1996,33,1,521,Christopher,,Mason,Christopher Mason,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1996,33,1,785,David,I,McCracken,David I McCracken,Review.Board,SE,,NoInst,,Auchincruive,NoState,UK,GBR,UK,GBR
JAPE,1996,33,1,3422,Steve,J,Ormerod,Steve J Ormerod,Review.Board,SE,,NoInst,,Cardiff,NoState,UK,GBR,UK,GBR
JAPE,1996,33,1,2513,Mike,W,Pienkowski,Mike W Pienkowski,Editor-Executive.Editor,EIC,,NoInst,,Peterborough,NoState,UK,GBR,UK,GBR
JAPE,1996,33,1,2910,Peter,,Rothery,Peter Rothery,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1996,33,1,3222,Roy,W,Snaydon,Roy W Snaydon,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1996,33,1,1420,Ian,F,Spellerberg,Ian F Spellerberg,Review.Board,SE,,,,,,New Zealand,NZL,New Zealand,NZL
JAPE,1996,33,1,1884,Janet,I,Sprent,Janet I Sprent,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1996,33,1,1368,Henry,,Thomas,Henry Thomas,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1996,33,1,1913,Jo,,Treweek,Jo Treweek,Review.Board,SE,,NoInst,,Furzebrook,NoState,UK,GBR,UK,GBR
JAPE,1996,33,1,2250,Les,Green,Underhill,Les Green Underhill,Review.Board,SE,,NoInst,,Cape Town,NoState,South Africa,ZAF,South Africa,ZAF
JAPE,1996,33,1,225,Andrew,R,Watkinson,Andrew R Watkinson,Editor,AE,,University of East Anglia,School of Biological Sciences,NoCity,NoState,UK,GBR,UK,GBR
JAPE,1996,33,1,2703,Nigel,,Webb,Nigel Webb,Editor,AE,,,,,,UK,GBR,UK,GBR
JAPE,1996,33,1,910,David,,Welch,David Welch,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1997,34,1,3020,Ralph,T,Clarke,Ralph T Clarke,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1997,34,1,2145,Les,Green,Firbank,Les Green Firbank,Review.Board,SE,,NoInst,,Merlewood,NoState,UK,GBR,UK,GBR
JAPE,1997,34,1,3075,Rhys,E,Green,Rhys E Green,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1997,34,1,104,Alison,,Hester,Alison Hester,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1997,34,1,722,David,A,Hill,David A Hill,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1997,34,1,2410,Mark,O,Hill,Mark O Hill,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1997,34,1,2840,Paul,Gordon,Jarvis,Paul Gordon Jarvis,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1997,34,1,3766,W,M,Lonsdale,W M Lonsdale,Review.Board,SE,CSIRO European Laboratory,NoInst,,Montpellier,NoState,France,FRA,France,FRA
JAPE,1997,34,1,3143,Rob,H,Marrs,Rob H Marrs,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1997,34,1,785,David,I,McCracken,David I McCracken,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1997,34,1,3422,Steve,J,Ormerod,Steve J Ormerod,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1997,34,1,2513,Mike,W,Pienkowski,Mike W Pienkowski,Editor-Executive.Editor,EIC,,,,,,UK,GBR,UK,GBR
JAPE,1997,34,1,2910,Peter,,Rothery,Peter Rothery,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1997,34,1,3222,Roy,W,Snaydon,Roy W Snaydon,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1997,34,1,1884,Janet,I,Sprent,Janet I Sprent,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1997,34,1,1368,Henry,,Thomas,Henry Thomas,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1997,34,1,1913,Jo,,Treweek,Jo Treweek,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1997,34,1,2250,Les,Green,Underhill,Les Green Underhill,Review.Board,SE,,,,,,South Africa,ZAF,South Africa,ZAF
JAPE,1997,34,1,225,Andrew,R,Watkinson,Andrew R Watkinson,Editor,AE,,,,,,UK,GBR,UK,GBR
JAPE,1998,35,1,2145,Les,Green,Firbank,Les Green Firbank,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1998,35,1,3075,Rhys,E,Green,Rhys E Green,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1998,35,1,104,Alison,,Hester,Alison Hester,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1998,35,1,722,David,A,Hill,David A Hill,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1998,35,1,2410,Mark,O,Hill,Mark O Hill,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1998,35,1,3766,W,M,Lonsdale,W M Lonsdale,Review.Board,SE,CSIRO European Laboratory,,,,,France,FRA,France,FRA
JAPE,1998,35,1,3143,Rob,H,Marrs,Rob H Marrs,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1998,35,1,785,David,I,McCracken,David I McCracken,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1998,35,1,3422,Steve,J,Ormerod,Steve J Ormerod,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1998,35,1,2513,Mike,W,Pienkowski,Mike W Pienkowski,Editor-Executive.Editor,EIC,,,,,,UK,GBR,UK,GBR
JAPE,1998,35,1,2910,Peter,,Rothery,Peter Rothery,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1998,35,1,3222,Roy,W,Snaydon,Roy W Snaydon,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1998,35,1,1913,Jo,,Treweek,Jo Treweek,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1998,35,1,2250,Les,Green,Underhill,Les Green Underhill,Review.Board,SE,,,,,,South Africa,ZAF,South Africa,ZAF
JAPE,1998,35,1,225,Andrew,R,Watkinson,Andrew R Watkinson,Editor,AE,,,,,,UK,GBR,UK,GBR
JAPE,1998,35,1,2703,Nigel,,Webb,Nigel Webb,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1999,36,1,2145,Les,Green,Firbank,Les Green Firbank,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1999,36,1,3075,Rhys,E,Green,Rhys E Green,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1999,36,1,104,Alison,,Hester,Alison Hester,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1999,36,1,722,David,A,Hill,David A Hill,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1999,36,1,2410,Mark,O,Hill,Mark O Hill,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1999,36,1,3766,W,M,Lonsdale,W M Lonsdale,Review.Board,SE,,NoInst,,Canberra,NoState,Australia,AUS,Australia,AUS
JAPE,1999,36,1,3143,Rob,H,Marrs,Rob H Marrs,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1999,36,1,785,David,I,McCracken,David I McCracken,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1999,36,1,3422,Steve,J,Ormerod,Steve J Ormerod,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1999,36,1,2513,Mike,W,Pienkowski,Mike W Pienkowski,Editor-Executive.Editor,EIC,,,,,,UK,GBR,UK,GBR
JAPE,1999,36,1,2910,Peter,,Rothery,Peter Rothery,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1999,36,1,3222,Roy,W,Snaydon,Roy W Snaydon,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,1999,36,1,1913,Jo,,Treweek,Jo Treweek,Review.Board,SE,,NoInst,,Monks Wood,NoState,UK,GBR,UK,GBR
JAPE,1999,36,1,2250,Les,Green,Underhill,Les Green Underhill,Review.Board,SE,,,,,,South Africa,ZAF,South Africa,ZAF
JAPE,1999,36,1,225,Andrew,R,Watkinson,Andrew R Watkinson,Editor,AE,,,,,,UK,GBR,UK,GBR
JAPE,1999,36,1,2703,Nigel,,Webb,Nigel Webb,Review.Board,SE,,NoInst,,,NoState,UK,GBR,UK,GBR
JAPE,2000,37,1,2625,Nigel,D,Barlow,Nigel D Barlow,Review.Board,SE,AgResearch,NoInst,,Lincoln,,New Zealand,NZL,New Zealand,NZL
JAPE,2000,37,1,1490,James,M,Bullock,James M Bullock,Review.Board,SE,,NoInst,,Furzebrook,NoState,UK,GBR,UK,GBR
JAPE,2000,37,1,435,Christopher,R,Dickman,Christopher R Dickman,Review.Board,SE,University of Sydney,NoInst,,Sydney,NoState,Australia,AUS,Australia,AUS
JAPE,2000,37,1,2145,Les,Green,Firbank,Les Green Firbank,Review.Board,SE,,NoInst,,Merlewood,NoState,UK,GBR,UK,GBR
JAPE,2000,37,1,3063,Robert,P,Freckleton,Robert P Freckleton,Review.Board,SE,,NoInst,,Norwich,NoState,UK,GBR,UK,GBR
JAPE,2000,37,1,3075,Rhys,E,Green,Rhys E Green,Review.Board,SE,,NoInst,,Cambridge,NoState,UK,GBR,UK,GBR
JAPE,2000,37,1,104,Alison,,Hester,Alison Hester,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2000,37,1,2410,Mark,O,Hill,Mark O Hill,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2000,37,1,1209,Glenn,R,Iason,Glenn R Iason,Review.Board,SE,,NoInst,,Aberdeen,NoState,UK,GBR,UK,GBR
JAPE,2000,37,1,3766,W,M,Lonsdale,W M Lonsdale,Review.Board,SE,CSIRO European Laboratory,,,,,Australia,AUS,Australia,AUS
JAPE,2000,37,1,785,David,I,McCracken,David I McCracken,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2000,37,1,3422,Steve,J,Ormerod,Steve J Ormerod,Editor-Executive.Editor,EIC,,Cardiff University,School of Biosciencies,NoCity,NoState,UK,GBR,UK,GBR
JAPE,2000,37,1,2513,Mike,W,Pienkowski,Mike W Pienkowski,Editor,AE,,,,,,UK,GBR,UK,GBR
JAPE,2000,37,1,2910,Peter,,Rothery,Peter Rothery,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2000,37,1,1913,Jo,,Treweek,Jo Treweek,Review.Board,SE,,NoInst,,Monks Wood,NoState,UK,GBR,UK,GBR
JAPE,2000,37,1,2250,Les,Green,Underhill,Les Green Underhill,Review.Board,SE,,NoInst,,Cape Town,NoState,South Africa,ZAF,South Africa,ZAF
JAPE,2000,37,1,225,Andrew,R,Watkinson,Andrew R Watkinson,Editor,AE,,,,,,UK,GBR,UK,GBR
JAPE,2000,37,1,2703,Nigel,,Webb,Nigel Webb,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2001,38,1,2625,Nigel,D,Barlow,Nigel D Barlow,Editor,AE,AgResearch,AgResearch,,Lincoln,NoState,New Zealand,NZL,New Zealand,NZL
JAPE,2001,38,1,1490,James,M,Bullock,James M Bullock,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2001,38,1,435,Christopher,R,Dickman,Christopher R Dickman,Review.Board,SE,University of Sydney,,,,,Australia,AUS,Australia,AUS
JAPE,2001,38,1,442,Chris,S,Elphick,Chris S Elphick,Review.Board,SE,University of Connecticut,NoInst,,Storrs,Connecticut,USA,USA,USA,USA
JAPE,2001,38,1,2145,Les,Green,Firbank,Les Green Firbank,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2001,38,1,3063,Robert,P,Freckleton,Robert P Freckleton,Review.Board,SE,,NoInst,,Oxford,NoState,UK,GBR,UK,GBR
JAPE,2001,38,1,3075,Rhys,E,Green,Rhys E Green,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2001,38,1,104,Alison,,Hester,Alison Hester,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2001,38,1,2410,Mark,O,Hill,Mark O Hill,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2001,38,1,1209,Glenn,R,Iason,Glenn R Iason,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2001,38,1,3766,W,M,Lonsdale,W M Lonsdale,Review.Board,SE,CSIRO European Laboratory,,,,,Australia,AUS,Australia,AUS
JAPE,2001,38,1,3898,Jon,,Marshall,Jon Marshall,Editor,AE,,University of Bristol,Department of Agricultural Sciences,NoCity,NoState,UK,GBR,UK,GBR
JAPE,2001,38,1,785,David,I,McCracken,David I McCracken,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2001,38,1,2670,Nicholas,J,Mills,Nicholas J Mills,Review.Board,SE,"University of California, Berkely",NoInst,,Berkeley,California,USA,USA,USA,USA
JAPE,2001,38,1,3408,Suzanne,J,Milton,Suzanne J Milton,Review.Board,SE,University of Cape Town,NoInst,,Stellenbosch,NoState,South Africa,ZAF,South Africa,ZAF
JAPE,2001,38,1,1786,James,D,Nichols,James D Nichols,Review.Board,SE,US Geological Survey,NoInst,,Laurel,Maryland,USA,USA,USA,USA
JAPE,2001,38,1,3422,Steve,J,Ormerod,Steve J Ormerod,Editor-Executive.Editor,EIC,,,,,,UK,GBR,UK,GBR
JAPE,2001,38,1,3187,Robert,J,Paxton,Robert J Paxton,Review.Board,SE,University of T_bingen,NoInst,,Tubingen,NoState,Germany,DEU,Germany,DEU
JAPE,2001,38,1,2910,Peter,,Rothery,Peter Rothery,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2001,38,1,3456,Stephen,P,Rushton,Stephen P Rushton,Review.Board,SE,,NoInst,,Newcastle upon Tyne,NoState,UK,GBR,UK,GBR
JAPE,2001,38,1,2703,Nigel,,Webb,Nigel Webb,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2002,39,1,2625,Nigel,D,Barlow,Nigel D Barlow,Editor,AE,AgResearch,,,,,New Zealand,NZL,New Zealand,NZL
JAPE,2002,39,1,3881,Jacques,,Baudry,Jacques Baudry,Review.Board,SE,,NoInst,,Rennes,NoState,France,FRA,France,FRA
JAPE,2002,39,1,1490,James,M,Bullock,James M Bullock,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2002,39,1,435,Christopher,R,Dickman,Christopher R Dickman,Review.Board,SE,University of Sydney,,,,,Australia,AUS,Australia,AUS
JAPE,2002,39,1,442,Chris,S,Elphick,Chris S Elphick,Review.Board,SE,University of Connecticut,,,,,USA,USA,USA,USA
JAPE,2002,39,1,2145,Les,Green,Firbank,Les Green Firbank,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2002,39,1,3063,Robert,P,Freckleton,Robert P Freckleton,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2002,39,1,3075,Rhys,E,Green,Rhys E Green,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2002,39,1,104,Alison,,Hester,Alison Hester,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2002,39,1,2410,Mark,O,Hill,Mark O Hill,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2002,39,1,1209,Glenn,R,Iason,Glenn R Iason,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2002,39,1,3766,W,M,Lonsdale,W M Lonsdale,Review.Board,SE,CSIRO European Laboratory,,,,,Australia,AUS,Australia,AUS
JAPE,2002,39,1,3898,Jon,,Marshall,Jon Marshall,Editor,AE,,Marshall Agroecology,,Somerset,NoState,UK,GBR,UK,GBR
JAPE,2002,39,1,785,David,I,McCracken,David I McCracken,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2002,39,1,2670,Nicholas,J,Mills,Nicholas J Mills,Review.Board,SE,"University of California, Berkely",,,,,USA,USA,USA,USA
JAPE,2002,39,1,1004,Eleanor,Jane,Milner-Gulland,Eleanor Jane Milner-Gulland,Review.Board,SE,,NoInst,,London,NoState,UK,GBR,UK,GBR
JAPE,2002,39,1,3408,Suzanne,J,Milton,Suzanne J Milton,Review.Board,SE,University of Cape Town,,,,,South Africa,ZAF,South Africa,ZAF
JAPE,2002,39,1,1786,James,D,Nichols,James D Nichols,Review.Board,SE,US Geological Survey,,,,,USA,USA,USA,USA
JAPE,2002,39,1,3422,Steve,J,Ormerod,Steve J Ormerod,Editor-Executive.Editor,EIC,,,,,,UK,GBR,UK,GBR
JAPE,2002,39,1,3187,Robert,J,Paxton,Robert J Paxton,Review.Board,SE,University of T_bingen,,,,,Germany,DEU,Germany,DEU
JAPE,2002,39,1,2910,Peter,,Rothery,Peter Rothery,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2002,39,1,3456,Stephen,P,Rushton,Stephen P Rushton,Editor,AE,,University of Newcastle upon Tuyne,,NoCity,NoState,UK,GBR,UK,GBR
JAPE,2002,39,1,3456,Stephen,P,Rushton,Stephen P Rushton,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2002,39,1,2703,Nigel,,Webb,Nigel Webb,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2002,39,1,3914,Jeremy,,Wilson,Jeremy Wilson,Review.Board,SE,,NoInst,,Edinburgh,NoState,UK,GBR,UK,GBR
JAPE,2003,40,1,1447,Jan,P,Bakker,Jan P Bakker,Review.Board,SE,University of Groningen,NoInst,,Haren,NoState,The Netherlands,NLD,The Netherlands,NLD
JAPE,2003,40,1,3881,Jacques,,Baudry,Jacques Baudry,Review.Board,SE,,,,,,France,FRA,France,FRA
JAPE,2003,40,1,1490,James,M,Bullock,James M Bullock,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2003,40,1,435,Christopher,R,Dickman,Christopher R Dickman,Review.Board,SE,University of Sydney,,,,,Australia,AUS,Australia,AUS
JAPE,2003,40,1,442,Chris,S,Elphick,Chris S Elphick,Review.Board,SE,University of Connecticut,,,,,USA,USA,USA,USA
JAPE,2003,40,1,3063,Robert,P,Freckleton,Robert P Freckleton,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2003,40,1,2827,Pall,,Hersteinsson,Pall Hersteinsson,Review.Board,SE,,NoInst,,Reykjavik,NoState,Iceland,ISL,Iceland,ISL
JAPE,2003,40,1,2410,Mark,O,Hill,Mark O Hill,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2003,40,1,1209,Glenn,R,Iason,Glenn R Iason,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2003,40,1,3898,Jon,,Marshall,Jon Marshall,Editor,AE,,,,,,UK,GBR,UK,GBR
JAPE,2003,40,1,785,David,I,McCracken,David I McCracken,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2003,40,1,2670,Nicholas,J,Mills,Nicholas J Mills,Review.Board,SE,"University of California, Berkely",,,,,USA,USA,USA,USA
JAPE,2003,40,1,1004,Eleanor,Jane,Milner-Gulland,Eleanor Jane Milner-Gulland,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2003,40,1,3408,Suzanne,J,Milton,Suzanne J Milton,Review.Board,SE,University of Cape Town,,,,,South Africa,ZAF,South Africa,ZAF
JAPE,2003,40,1,1786,James,D,Nichols,James D Nichols,Review.Board,SE,US Geological Survey,,,,,USA,USA,USA,USA
JAPE,2003,40,1,3422,Steve,J,Ormerod,Steve J Ormerod,Editor-Executive.Editor,EIC,,,,,,UK,GBR,UK,GBR
JAPE,2003,40,1,3187,Robert,J,Paxton,Robert J Paxton,Review.Board,SE,University of T_bingen,,,,,Germany,DEU,Germany,DEU
JAPE,2003,40,1,2910,Peter,,Rothery,Peter Rothery,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2003,40,1,3456,Stephen,P,Rushton,Stephen P Rushton,Editor,AE,,,,,,UK,GBR,UK,GBR
JAPE,2003,40,1,3648,Teja,,Tscharntke,Teja Tscharntke,Review.Board,SE,,NoInst,,Gottingen,NoState,Germany,DEU,Germany,DEU
JAPE,2003,40,1,3914,Jeremy,,Wilson,Jeremy Wilson,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2004,41,1,1447,Jan,P,Bakker,Jan P Bakker,Review.Board,SE,University of Groningen,,,,,The Netherlands,NLD,The Netherlands,NLD
JAPE,2004,41,1,3881,Jacques,,Baudry,Jacques Baudry,Review.Board,SE,,,,,,France,FRA,France,FRA
JAPE,2004,41,1,435,Christopher,R,Dickman,Christopher R Dickman,Review.Board,SE,University of Sydney,,,,,Australia,AUS,Australia,AUS
JAPE,2004,41,1,442,Chris,S,Elphick,Chris S Elphick,Review.Board,SE,University of Connecticut,,,,,USA,USA,USA,USA
JAPE,2004,41,1,3063,Robert,P,Freckleton,Robert P Freckleton,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2004,41,1,2827,Pall,,Hersteinsson,Pall Hersteinsson,Review.Board,SE,,,,,,Iceland,ISL,Iceland,ISL
JAPE,2004,41,1,2410,Mark,O,Hill,Mark O Hill,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2004,41,1,1209,Glenn,R,Iason,Glenn R Iason,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2004,41,1,3898,Jon,,Marshall,Jon Marshall,Editor,AE,,,,,,UK,GBR,UK,GBR
JAPE,2004,41,1,785,David,I,McCracken,David I McCracken,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2004,41,1,2670,Nicholas,J,Mills,Nicholas J Mills,Review.Board,SE,"University of California, Berkely",,,,,USA,USA,USA,USA
JAPE,2004,41,1,1004,Eleanor,Jane,Milner-Gulland,Eleanor Jane Milner-Gulland,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2004,41,1,3408,Suzanne,J,Milton,Suzanne J Milton,Review.Board,SE,University of Cape Town,,,,,South Africa,ZAF,South Africa,ZAF
JAPE,2004,41,1,1786,James,D,Nichols,James D Nichols,Review.Board,SE,US Geological Survey,,,,,USA,USA,USA,USA
JAPE,2004,41,1,3422,Steve,J,Ormerod,Steve J Ormerod,Editor-Executive.Editor,EIC,,,,,,UK,GBR,UK,GBR
JAPE,2004,41,1,3187,Robert,J,Paxton,Robert J Paxton,Review.Board,SE,University of T_bingen,,,,,Germany,DEU,Germany,DEU
JAPE,2004,41,1,2910,Peter,,Rothery,Peter Rothery,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2004,41,1,3456,Stephen,P,Rushton,Stephen P Rushton,Editor,AE,,,,,,UK,GBR,UK,GBR
JAPE,2004,41,1,3211,Roy,,Sanderson,Roy Sanderson,Review.Board,SE,,NoInst,,Newcastle upon Tyne,NoState,UK,GBR,UK,GBR
JAPE,2004,41,1,3648,Teja,,Tscharntke,Teja Tscharntke,Review.Board,SE,,,,,,Germany,DEU,Germany,DEU
JAPE,2004,41,1,3914,Jeremy,,Wilson,Jeremy Wilson,Review.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2005,42,1,1447,Jan,P,Bakker,Jan P Bakker,Editorial.Board,SE,University of Groningen,,,,,The Netherlands,NLD,The Netherlands,NLD
JAPE,2005,42,1,3881,Jacques,,Baudry,Jacques Baudry,Editorial.Board,SE,,,,,,France,FRA,France,FRA
JAPE,2005,42,1,3829,Yvonne,,Buckley,Yvonne Buckley,Associate.Editor,SE,,NoInst,,Brisbane,NoState,Australia,AUS,Australia,AUS
JAPE,2005,42,1,435,Christopher,R,Dickman,Christopher R Dickman,Associate.Editor,SE,University of Sydney,,,,,Australia,AUS,Australia,AUS
JAPE,2005,42,1,442,Chris,S,Elphick,Chris S Elphick,Associate.Editor,SE,University of Connecticut,,,,,USA,USA,USA,USA
JAPE,2005,42,1,3063,Robert,P,Freckleton,Robert P Freckleton,Editor-Executive.Editor,EIC,,University of Oxford,,NoCity,NoState,UK,GBR,UK,GBR
JAPE,2005,42,1,1597,Jennifer,,Gill,Jennifer Gill,Associate.Editor,SE,,NoInst,,Norwich,NoState,UK,GBR,UK,GBR
JAPE,2005,42,1,2813,Paul,,Giller,Paul Giller,Editor,AE,,University College Cork,,NoCity,NoState,Ireland,IRL,Ireland,IRL
JAPE,2005,42,1,2827,Pall,,Hersteinsson,Pall Hersteinsson,Editorial.Board,SE,,,,,,Iceland,ISL,Iceland,ISL
JAPE,2005,42,1,2410,Mark,O,Hill,Mark O Hill,Editorial.Board,SE,,,,,,UK,GBR,UK,GBR
JAPE,2005,42,1,2836,Phil,,Hulme,Phil Hulme,Editor,AE,,CEH Banchory,,Aberdeenshire,NoState,UK,GBR,UK,GBR
JAPE,2005,42,1,785,David,I,McCracken,David I McCracken,Associate.Editor,SE,,,,,,UK,GBR,UK,GBR
JAPE,2005,42,1,2670,Nicholas,J,Mills,Nicholas J Mills,Editorial.Board,SE,"University of California, Berkely",,,,,USA,USA,USA,USA
JAPE,2005,42,1,1004,Eleanor,Jane,Milner-Gulland,Eleanor Jane Milner-Gulland,Associate.Editor,SE,,,,,,UK,GBR,UK,GBR
