"JOURNAL","YEAR","VOLUME","ISSUE","TITLE","FIRST_NAME","MIDDLE_NAME","LAST_NAME","COUNTRY","CATEGORY","NOTES","NAME","editor_id","geo.code","INCOME_LEVEL","REGION"
"EVOL",2014,68,NA,"AE","Peter","","Andolfatto","USA","SE",NA,"Peter Andolfatto",2755,"USA","High income: OECD","North America"
"EVOL",2014,68,NA,"AE","P","David","Polly","USA","SE",NA,"P David Polly",2895,"USA","High income: OECD","North America"
"EVOL",2014,68,NA,"AE","Robb","","Brumfield","USA","SE",NA,"Robb Brumfield",2998,"USA","High income: OECD","North America"
"EVOL",2014,68,NA,"AE","Reginald","","Cocroft","USA","SE",NA,"Reginald Cocroft",3021,"USA","High income: OECD","North America"
"EVOL",2014,68,NA,"AE","Rozen","","Daniel","Netherlands","SE",NA,"Rozen Daniel",3033,"NLD","High income: OECD","Europe & Central Asia"
"EVOL",2014,68,NA,"AE","Roze","","Denis","France","SE",NA,"Roze Denis",3037,"FRA","High income: OECD","Europe & Central Asia"
"EVOL",2014,68,NA,"AE","Rodriguez","","Rafael","USA","SE",NA,"Rodriguez Rafael",3199,"USA","High income: OECD","North America"
"EVOL",2014,68,NA,"EIC","Ruth","Green","Shaw","USA","EIC",NA,"Ruth Green Shaw",3218,"USA","High income: OECD","North America"
"EVOL",2014,68,NA,"AE","Sylvain","","Glemin","France","SE",NA,"Sylvain Glemin",3338,"FRA","High income: OECD","Europe & Central Asia"
"EVOL",2014,68,NA,"AE","Storz","","Jay","USA","SE",NA,"Storz Jay",3368,"USA","High income: OECD","North America"
"EVOL",2014,68,NA,"AE","Sears","","Karen","USA","SE",NA,"Sears Karen",3375,"USA","High income: OECD","North America"
"EVOL",2014,68,NA,"AE","Susanna","","Remold","USA","SE",NA,"Susanna Remold",3448,"USA","High income: OECD","North America"
"EVOL",2014,68,NA,"Editor","Thomas","","Lenormand","France","AE",NA,"Thomas Lenormand",3589,"FRA","High income: OECD","Europe & Central Asia"
"EVOL",2014,68,NA,"Special.Editor","Thomas","R","Meagher","Canada","SPECIAL",NA,"Thomas R Meagher",3603,"CAN","High income: OECD","North America"
"EVOL",2014,68,NA,"AE","Thomas","","Near","USA","SE",NA,"Thomas Near",3612,"USA","High income: OECD","North America"
"EVOL",2014,68,NA,"AE","Todd","","Streelman","USA","SE",NA,"Todd Streelman",3645,"USA","High income: OECD","North America"
"EVOL",2014,68,NA,"AE","Valenzuela","","Nicole","USA","SE",NA,"Valenzuela Nicole",3691,"USA","High income: OECD","North America"
"EVOL",2014,68,NA,"AE","Vincent","","Savolainen","United Kingdom","SE",NA,"Vincent Savolainen",3699,"GBR","High income: OECD","Europe & Central Asia"
"EVOL",2014,68,NA,"AE","Wolf","","Blanckenhorn","Switzerland","SE",NA,"Wolf Blanckenhorn",3712,"CHE","High income: OECD","Europe & Central Asia"
"EVOL",2014,68,NA,"AE","Walter","","Salzburger","Switzerland","SE",NA,"Walter Salzburger",3793,"CHE","High income: OECD","Europe & Central Asia"
"EVOL",2015,69,NA,"AE","Amy","","Angert","Canada","SE",NA,"Amy Angert",7,"CAN","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Andrea","","Case","USA","SE",NA,"Andrea Case",33,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Adam","","Chippindale","Canada","SE",NA,"Adam Chippindale",39,"CAN","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Antony","","Dean","USA","SE",NA,"Antony Dean",52,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Alistair","","Evans","Australia","SE",NA,"Alistair Evans",67,"AUS","High income: OECD","East Asia & Pacific"
"EVOL",2015,69,NA,"AE","Anna-Liisa","","Laine","Finland","SE",NA,"Anna-Liisa Laine",131,"FIN","High income: OECD","Europe & Central Asia"
"EVOL",2015,69,NA,"AE","Alexei","","Maklakov","Sweden","SE",NA,"Alexei Maklakov",143,"SWE","High income: OECD","Europe & Central Asia"
"EVOL",2015,69,NA,"AE","Andrew","Green","Mcadam","Canada","SE",NA,"Andrew Green Mcadam",147,"CAN","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Arcadi","","Navarro","Spain","SE",NA,"Arcadi Navarro",161,"ESP","High income: OECD","Europe & Central Asia"
"EVOL",2015,69,NA,"AE","Andrea","","Sweigart","USA","SE",NA,"Andrea Sweigart",210,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Christopher","","Wheat","Sweden","SE",NA,"Christopher Wheat",591,"SWE","High income: OECD","Europe & Central Asia"
"EVOL",2015,69,NA,"AE","Dean","","Adams","USA","SE",NA,"Dean Adams",606,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"EIC","Daphne","","Fairbairn","USA","EIC",NA,"Daphne Fairbairn",682,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","David","","Hall","USA","SE",NA,"David Hall",3868,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Dustin","","Marshall","Australia","SE",NA,"Dustin Marshall",3870,"AUS","High income: OECD","East Asia & Pacific"
"EVOL",2015,69,NA,"AE","David","A","Moeller","USA","SE",NA,"David A Moeller",792,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Dan","","Robosky","USA","SE",NA,"Dan Robosky",845,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Derek","","Roff","USA","SE",NA,"Derek Roff",847,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Denis","","Roze","France","SE",NA,"Denis Roze",850,"FRA","High income: OECD","Europe & Central Asia"
"EVOL",2015,69,NA,"AE","Daniel","","Rozen","Netherlands","SE",NA,"Daniel Rozen",851,"NLD","High income: OECD","Europe & Central Asia"
"EVOL",2015,69,NA,"AE","Eva","","Kisdi","Finland","SE",NA,"Eva Kisdi",988,"FIN","High income: OECD","Europe & Central Asia"
"EVOL",2015,69,NA,"AE","Erica","Bree","Rosenblum","USA","SE",NA,"Erica Bree Rosenblum",1020,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Frank","","Burbrink","USA","SE",NA,"Frank Burbrink",1060,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Ian","","Dworkin","USA","SE",NA,"Ian Dworkin",1396,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Janette","Wenrick","Boughman","USA","SE",NA,"Janette Wenrick Boughman",1475,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"Editor","Jeffrey","","Conner","USA","AE",NA,"Jeffrey Conner",1518,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","J","Arjan Gm","Devisser","Netherlands","SE",NA,"J Arjan Gm Devisser",1543,"NLD","High income: OECD","Europe & Central Asia"
"EVOL",2015,69,NA,"AE","Jan","","Engelstadter","Australia","SE",NA,"Jan Engelstadter",1562,"AUS","High income: OECD","East Asia & Pacific"
"EVOL",2015,69,NA,"AE","Julie","","Etterson","USA","SE",NA,"Julie Etterson",1565,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Jeff","","Good","USA","SE",NA,"Jeff Good",1601,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Jarrod","","Hadfield","USA","SE",NA,"Jarrod Hadfield",1615,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","John","","Hunt","United Kingdom","SE",NA,"John Hunt",1647,"GBR","High income: OECD","Europe & Central Asia"
"EVOL",2015,69,NA,"AE","Joanna","","Masel","USA","SE",NA,"Joanna Masel",1745,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Jay","F","Storz","USA","SE",NA,"Jay F Storz",1894,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Joe","","Tobias","United Kingdom","SE",NA,"Joe Tobias",1908,"GBR","High income: OECD","Europe & Central Asia"
"EVOL",2015,69,NA,"AE","Karen","E","Sears","USA","SE",NA,"Karen E Sears",2086,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"Special.Editor","Lynda","","Delph","USA","SPECIAL",NA,"Lynda Delph",2139,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Lila","","Fishman","USA","SE",NA,"Lila Fishman",2146,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Linley","","Jesson","Canada","SE",NA,"Linley Jesson",2180,"CAN","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Liam","J","Revell","USA","SE",NA,"Liam J Revell",2228,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Michael","","Alfaro","USA","SE",NA,"Michael Alfaro",2268,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Mark","Jf","Brown","United Kingdom","SE",NA,"Mark Jf Brown",2312,"GBR","High income: OECD","Europe & Central Asia"
"EVOL",2015,69,NA,"AE","Melania","","Cristescu","Canada","SE",NA,"Melania Cristescu",2339,"CAN","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Matt","","Forister","USA","SE",NA,"Matt Forister",2372,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Matt","","Friedman","United Kingdom","SE",NA,"Matt Friedman",2379,"GBR","High income: OECD","Europe & Central Asia"
"EVOL",2015,69,NA,"AE","Matthew","","Hahn","USA","SE",NA,"Matthew Hahn",2393,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Maurine","","Neiman","USA","SE",NA,"Maurine Neiman",2488,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"Editor","Maria","","Servedio","USA","AE",NA,"Maria Servedio",2559,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Matthew","A","Streisfeld","USA","SE",NA,"Matthew A Streisfeld",2572,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Mark","","Webster","USA","SE",NA,"Mark Webster",2603,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Nicole","","Valenzuela","USA","SE",NA,"Nicole Valenzuela",2701,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Peter","","Andolfatto","USA","SE",NA,"Peter Andolfatto",2755,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Riccardo","","Azevedo","USA","SE",NA,"Riccardo Azevedo",2974,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Robb","","Brumfield","USA","SE",NA,"Robb Brumfield",2998,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Richard","","Gomulkiewicz","USA","SE",NA,"Richard Gomulkiewicz",3071,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Rosemary","","Redfield","Canada","SE",NA,"Rosemary Redfield",3202,"CAN","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Rafael","Lucas","Rodriguez","USA","SE",NA,"Rafael Lucas Rodriguez",3206,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"EIC","Ruth","Green","Shaw","USA","EIC",NA,"Ruth Green Shaw",3218,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Suzanne","","Edmands","USA","SE",NA,"Suzanne Edmands",3318,"USA","High income: OECD","North America"
"EVOL",2015,69,NA,"AE","Sylvain","","Glemin","France","SE",NA,"Sylvain Glemin",3338,"FRA","High income: OECD","Europe & Central Asia"
"EVOL",2015,69,NA,"AE","Tadeusz","","Kawecki","Switzerland","SE",NA,"Tadeusz Kawecki",3576,"CHE","High income: OECD","Europe & Central Asia"
"EVOL",2015,69,NA,"Special.Editor","Thomas","R","Meagher","United Kingdom","SPECIAL",NA,"Thomas R Meagher",3603,"GBR","High income: OECD","Europe & Central Asia"
"EVOL",2015,69,NA,"AE","Wolf","","Blanckenhorn","Switzerland","SE",NA,"Wolf Blanckenhorn",3712,"CHE","High income: OECD","Europe & Central Asia"
"EVOL",2015,69,NA,"AE","Walter","","Salzburger","Switzerland","SE",NA,"Walter Salzburger",3793,"CHE","High income: OECD","Europe & Central Asia"
"FEM",1985,10,1,"Editorial.Advisory.Board","Bjorn","O","Lundgren","Kenya","SE",NA,"Bjorn O Lundgren",311,"KEN","Lower middle income","Sub-Saharan Africa"
"FEM",1985,10,1,"Editorial.Advisory.Board","Boyd","W","Post","USA","SE",NA,"Boyd W Post",341,"USA","High income: OECD","North America"
"FEM",1985,10,1,"Editorial.Advisory.Board","David","I","Bevege","Australia","SE",NA,"David I Bevege",626,"AUS","High income: OECD","East Asia & Pacific"
"FEM",1985,10,1,"Editorial.Advisory.Board","David","M","Griffin","Australia","SE",NA,"David M Griffin",711,"AUS","High income: OECD","East Asia & Pacific"
"FEM",1985,10,1,"Editorial.Advisory.Board","E","P","Farrell","Ireland","SE",NA,"E P Farrell",964,"IRL","High income: OECD","Europe & Central Asia"
"FEM",1985,10,1,"Editorial.Advisory.Board","E","Kristian","Morgenstern","Canada","SE",NA,"E Kristian Morgenstern",1007,"CAN","High income: OECD","North America"
"FEM",1985,10,1,"Editorial.Advisory.Board","Earl","L","Stone","USA","SE",NA,"Earl L Stone",1030,"USA","High income: OECD","North America"
"FEM",1985,10,1,"Editorial.Advisory.Board","Folke","","Andersson","Sweden","SE",NA,"Folke Andersson",1048,"SWE","High income: OECD","Europe & Central Asia"
"FEM",1985,10,1,"Editorial.Advisory.Board","F","T","Last","United Kingdom","SE",NA,"F T Last",1095,"GBR","High income: OECD","Europe & Central Asia"
"FEM",1985,10,1,"Editorial.Advisory.Board","F","Thomas","Ledig","USA","SE",NA,"F Thomas Ledig",1096,"USA","High income: OECD","North America"
"FEM",1985,10,1,"Editorial.Advisory.Board","Frank","J","Newhook","New Zealand","SE",NA,"Frank J Newhook",1113,"NZL","High income: OECD","East Asia & Pacific"
"FEM",1985,10,1,"Editorial.Advisory.Board","Frederick","","Owino","Kenya","SE",NA,"Frederick Owino",1114,"KEN","Lower middle income","Sub-Saharan Africa"
"FEM",1985,10,1,"Editorial.Advisory.Board","Geoffrey","B","Sweet","New Zealand","SE",NA,"Geoffrey B Sweet",1262,"NZL","High income: OECD","East Asia & Pacific"
"FEM",1985,10,1,"Editorial.Advisory.Board","J","J","Havel","Australia","SE",NA,"J J Havel",3895,"AUS","High income: OECD","East Asia & Pacific"
"FEM",1985,10,1,"Editorial.Advisory.Board","Joe","J","Landsberg","Australia","SE",NA,"Joe J Landsberg",1693,"AUS","High income: OECD","East Asia & Pacific"
"FEM",1985,10,1,"Editorial.Advisory.Board","Jean","Paul","Lanly","Italy","SE",NA,"Jean Paul Lanly",1695,"ITA","High income: OECD","Europe & Central Asia"
"FEM",1985,10,1,"Editorial.Advisory.Board","John","C","Tappeiner","USA","SE",NA,"John C Tappeiner",1900,"USA","High income: OECD","North America"
"FEM",1985,10,1,"EIC","Laurence","","Roche","United Kingdom","EIC",NA,"Laurence Roche",2233,"GBR","High income: OECD","Europe & Central Asia"
"FEM",1985,10,1,"Editorial.Advisory.Board","Marc","J","Dourojeanni","Peru","SE",NA,"Marc J Dourojeanni",2351,"PER","Upper middle income","Latin America & Caribbean"
"FEM",1985,10,1,"Editorial.Advisory.Board","Nicholas","","Malajczuk","Australia","SE",NA,"Nicholas Malajczuk",2663,"AUS","High income: OECD","East Asia & Pacific"
"FEM",1985,10,1,"Editorial.Advisory.Board","Norman","","Myers","United Kingdom","SE",NA,"Norman Myers",2673,"GBR","High income: OECD","Europe & Central Asia"
"FEM",1985,10,1,"Editorial.Advisory.Board","Oscar","","Sziklai","Canada","SE",NA,"Oscar Sziklai",2744,"CAN","High income: OECD","North America"
"FEM",1985,10,1,"Editorial.Advisory.Board","Rorke","B","Bryan","Canada","SE",NA,"Rorke B Bryan",2999,"CAN","High income: OECD","North America"
"FEM",1985,10,1,"Editorial.Advisory.Board","Robert","L","Burgess","USA","SE",NA,"Robert L Burgess",3005,"USA","High income: OECD","North America"
"FEM",1985,10,1,"Editorial.Advisory.Board","Stanley","L","Krugman","USA","SE",NA,"Stanley L Krugman",3383,"USA","High income: OECD","North America"
"FEM",1985,10,1,"Editorial.Advisory.Board","Wenyu","","Hsiung","China","SE",NA,"Wenyu Hsiung",3751,"CHN","Upper middle income","East Asia & Pacific"
"FEM",1985,10,1,"Editorial.Advisory.Board","Zev","","Naveh","Israel","SE",NA,"Zev Naveh",3846,"ISR","High income: OECD","Middle East & North Africa"
"FEM",1986,14,1,"Editorial.Advisory.Board","Bjorn","O","Lundgren","Kenya","SE",NA,"Bjorn O Lundgren",311,"KEN","Lower middle income","Sub-Saharan Africa"
"FEM",1986,14,1,"Editorial.Advisory.Board","Boyd","W","Post","USA","SE",NA,"Boyd W Post",341,"USA","High income: OECD","North America"
"FEM",1986,14,1,"Editorial.Advisory.Board","David","I","Bevege","Australia","SE",NA,"David I Bevege",626,"AUS","High income: OECD","East Asia & Pacific"
"FEM",1986,14,1,"Editorial.Advisory.Board","David","M","Griffin","Australia","SE",NA,"David M Griffin",711,"AUS","High income: OECD","East Asia & Pacific"
"FEM",1986,14,1,"Editorial.Advisory.Board","E","P","Farrell","Ireland","SE",NA,"E P Farrell",964,"IRL","High income: OECD","Europe & Central Asia"
"FEM",1986,14,1,"Editorial.Advisory.Board","E","","Malkonen","Finland","SE",NA,"E Malkonen",994,"FIN","High income: OECD","Europe & Central Asia"
"FEM",1986,14,1,"Editorial.Advisory.Board","E","Kristian","Morgenstern","Canada","SE",NA,"E Kristian Morgenstern",1007,"CAN","High income: OECD","North America"
"FEM",1986,14,1,"Editorial.Advisory.Board","EK","Sadanandam","Nambiar","Australia","SE",NA,"EK Sadanandam Nambiar",1010,"AUS","High income: OECD","East Asia & Pacific"
"FEM",1986,14,1,"Editorial.Advisory.Board","Earl","L","Stone","USA","SE",NA,"Earl L Stone",1030,"USA","High income: OECD","North America"
"FEM",1986,14,1,"Editorial.Advisory.Board","Folke","","Andersson","Sweden","SE",NA,"Folke Andersson",1048,"SWE","High income: OECD","Europe & Central Asia"
"FEM",1986,14,1,"Editorial.Advisory.Board","F","T","Last","United Kingdom","SE",NA,"F T Last",1095,"GBR","High income: OECD","Europe & Central Asia"
"FEM",1986,14,1,"Editorial.Advisory.Board","F","Thomas","Ledig","USA","SE",NA,"F Thomas Ledig",1096,"USA","High income: OECD","North America"
"FEM",1986,14,1,"Editorial.Advisory.Board","Frank","J","Newhook","New Zealand","SE",NA,"Frank J Newhook",1113,"NZL","High income: OECD","East Asia & Pacific"
"FEM",1986,14,1,"Editorial.Advisory.Board","Frederick","","Owino","Kenya","SE",NA,"Frederick Owino",1114,"KEN","Lower middle income","Sub-Saharan Africa"
"FEM",1986,14,1,"Editorial.Advisory.Board","Gunnar","","Abrahamsen","Norway","SE",NA,"Gunnar Abrahamsen",1145,"NOR","High income: OECD","Europe & Central Asia"
"FEM",1986,14,1,"Editorial.Advisory.Board","Geoffrey","B","Sweet","New Zealand","SE",NA,"Geoffrey B Sweet",1262,"NZL","High income: OECD","East Asia & Pacific"
"FEM",1986,14,1,"Editorial.Advisory.Board","John","B","Hall","United Kingdom","SE",NA,"John B Hall",3894,"GBR","High income: OECD","Europe & Central Asia"
"FEM",1986,14,1,"Editorial.Advisory.Board","J","J","Havel","Australia","SE",NA,"J J Havel",3895,"AUS","High income: OECD","East Asia & Pacific"
"FEM",1986,14,1,"Editorial.Advisory.Board","Joe","J","Landsberg","Australia","SE",NA,"Joe J Landsberg",1693,"AUS","High income: OECD","East Asia & Pacific"
"FEM",1986,14,1,"Editorial.Advisory.Board","Jean","Paul","Lanly","Italy","SE",NA,"Jean Paul Lanly",1695,"ITA","High income: OECD","Europe & Central Asia"
"FEM",1986,14,1,"Editorial.Advisory.Board","John","C","Tappeiner","USA","SE",NA,"John C Tappeiner",1900,"USA","High income: OECD","North America"
"FEM",1986,14,1,"EIC","Laurence","","Roche","United Kingdom","EIC",NA,"Laurence Roche",2233,"GBR","High income: OECD","Europe & Central Asia"
"FEM",1986,14,1,"Editorial.Advisory.Board","Michael","P","Coutts","United Kingdom","SE",NA,"Michael P Coutts",2337,"GBR","High income: OECD","Europe & Central Asia"
"FEM",1986,14,1,"Editorial.Advisory.Board","Marc","J","Dourojeanni","Peru","SE",NA,"Marc J Dourojeanni",2351,"PER","Upper middle income","Latin America & Caribbean"
"FEM",1986,14,1,"Editorial.Advisory.Board","Marcio","AR","Nahuz","Brazil","SE",NA,"Marcio AR Nahuz",2487,"BRA","Upper middle income","Latin America & Caribbean"
"FEM",1986,14,1,"Editorial.Advisory.Board","Nicholas","","Malajczuk","Australia","SE",NA,"Nicholas Malajczuk",2663,"AUS","High income: OECD","East Asia & Pacific"
"FEM",1986,14,1,"Editorial.Advisory.Board","Norman","","Myers","United Kingdom","SE",NA,"Norman Myers",2673,"GBR","High income: OECD","Europe & Central Asia"
"FEM",1986,14,1,"Editorial.Advisory.Board","Oscar","","Sziklai","Canada","SE",NA,"Oscar Sziklai",2744,"CAN","High income: OECD","North America"
"FEM",1986,14,1,"Editorial.Advisory.Board","Peter","H","Freer-Smith","United Kingdom","SE",NA,"Peter H Freer-Smith",2810,"GBR","High income: OECD","Europe & Central Asia"
"FEM",1986,14,1,"Editorial.Advisory.Board","Paul","J","Kalisz","USA","SE",NA,"Paul J Kalisz",2843,"USA","High income: OECD","North America"
"FEM",1986,14,1,"Editorial.Advisory.Board","Rorke","B","Bryan","Canada","SE",NA,"Rorke B Bryan",2999,"CAN","High income: OECD","North America"
"FEM",1986,14,1,"Editorial.Advisory.Board","Robert","L","Burgess","USA","SE",NA,"Robert L Burgess",3005,"USA","High income: OECD","North America"
"FEM",1986,14,1,"Editorial.Advisory.Board","Stanley","L","Krugman","USA","SE",NA,"Stanley L Krugman",3383,"USA","High income: OECD","North America"
"FEM",1986,14,1,"Editorial.Advisory.Board","Wenyu","","Hsiung","China","SE",NA,"Wenyu Hsiung",3751,"CHN","Upper middle income","East Asia & Pacific"
"FEM",1986,14,1,"Editorial.Advisory.Board","Zev","","Naveh","Israel","SE",NA,"Zev Naveh",3846,"ISR","High income: OECD","Middle East & North Africa"
"FEM",1987,18,1,"Editorial.Advisory.Board","Bjorn","O","Lundgren","Kenya","SE",NA,"Bjorn O Lundgren",311,"KEN","Lower middle income","Sub-Saharan Africa"
"FEM",1987,18,1,"Editorial.Advisory.Board","Boyd","W","Post","USA","SE",NA,"Boyd W Post",341,"USA","High income: OECD","North America"
"FEM",1987,18,1,"Editorial.Advisory.Board","David","I","Bevege","Australia","SE",NA,"David I Bevege",626,"AUS","High income: OECD","East Asia & Pacific"
"FEM",1987,18,1,"Editorial.Advisory.Board","David","M","Griffin","Australia","SE",NA,"David M Griffin",711,"AUS","High income: OECD","East Asia & Pacific"
"FEM",1987,18,1,"Editorial.Advisory.Board","E","P","Farrell","Ireland","SE",NA,"E P Farrell",964,"IRL","High income: OECD","Europe & Central Asia"
"FEM",1987,18,1,"Editorial.Advisory.Board","E","David","Ford","USA","SE",NA,"E David Ford",967,"USA","High income: OECD","North America"
"FEM",1987,18,1,"Editorial.Advisory.Board","E","","Malkonen","Finland","SE",NA,"E Malkonen",994,"FIN","High income: OECD","Europe & Central Asia"
"FEM",1987,18,1,"Editorial.Advisory.Board","E","Kristian","Morgenstern","Canada","SE",NA,"E Kristian Morgenstern",1007,"CAN","High income: OECD","North America"
"FEM",1987,18,1,"Editorial.Advisory.Board","EK","Sadanandam","Nambiar","Australia","SE",NA,"EK Sadanandam Nambiar",1010,"AUS","High income: OECD","East Asia & Pacific"
"FEM",1987,18,1,"Editorial.Advisory.Board","Earl","L","Stone","USA","SE",NA,"Earl L Stone",1030,"USA","High income: OECD","North America"
"FEM",1987,18,1,"Editorial.Advisory.Board","Folke","","Andersson","Sweden","SE",NA,"Folke Andersson",1048,"SWE","High income: OECD","Europe & Central Asia"
"FEM",1987,18,1,"Editorial.Advisory.Board","F","T","Last","United Kingdom","SE",NA,"F T Last",1095,"GBR","High income: OECD","Europe & Central Asia"
"FEM",1987,18,1,"Editorial.Advisory.Board","F","Thomas","Ledig","USA","SE",NA,"F Thomas Ledig",1096,"USA","High income: OECD","North America"
"FEM",1987,18,1,"Editorial.Advisory.Board","Frank","J","Newhook","New Zealand","SE",NA,"Frank J Newhook",1113,"NZL","High income: OECD","East Asia & Pacific"
"FEM",1987,18,1,"Editorial.Advisory.Board","Frederick","","Owino","Kenya","SE",NA,"Frederick Owino",1114,"KEN","Lower middle income","Sub-Saharan Africa"
"FEM",1987,18,1,"Editorial.Advisory.Board","Gunnar","","Abrahamsen","Norway","SE",NA,"Gunnar Abrahamsen",1145,"NOR","High income: OECD","Europe & Central Asia"
"FEM",1987,18,1,"Editorial.Advisory.Board","Geoffrey","B","Sweet","New Zealand","SE",NA,"Geoffrey B Sweet",1262,"NZL","High income: OECD","East Asia & Pacific"
"FEM",1987,18,1,"Editorial.Advisory.Board","John","B","Hall","United Kingdom","SE",NA,"John B Hall",3894,"GBR","High income: OECD","Europe & Central Asia"
"FEM",1987,18,1,"Editorial.Advisory.Board","J","J","Havel","Australia","SE",NA,"J J Havel",3895,"AUS","High income: OECD","East Asia & Pacific"
"FEM",1987,18,1,"Editorial.Advisory.Board","Joe","J","Landsberg","Australia","SE",NA,"Joe J Landsberg",1693,"AUS","High income: OECD","East Asia & Pacific"
"FEM",1987,18,1,"Editorial.Advisory.Board","Jean","Paul","Lanly","Italy","SE",NA,"Jean Paul Lanly",1695,"ITA","High income: OECD","Europe & Central Asia"
"FEM",1987,18,1,"Editorial.Advisory.Board","Jumanne","A","Maghembe","Tanzania","SE",NA,"Jumanne A Maghembe",1735,"TZA","Low income","Sub-Saharan Africa"
"FEM",1987,18,1,"Editorial.Advisory.Board","John","C","Tappeiner","USA","SE",NA,"John C Tappeiner",1900,"USA","High income: OECD","North America"
"FEM",1987,18,1,"EIC","Laurence","","Roche","United Kingdom","EIC",NA,"Laurence Roche",2233,"GBR","High income: OECD","Europe & Central Asia"
"FEM",1987,18,1,"Editorial.Advisory.Board","Melvin","GR","Cannell","United Kingdom","SE",NA,"Melvin GR Cannell",2326,"GBR","High income: OECD","Europe & Central Asia"
"FEM",1987,18,1,"Editorial.Advisory.Board","Michael","P","Coutts","United Kingdom","SE",NA,"Michael P Coutts",2337,"GBR","High income: OECD","Europe & Central Asia"
"FEM",1987,18,1,"Editorial.Advisory.Board","Marc","J","Dourojeanni","Peru","SE",NA,"Marc J Dourojeanni",2351,"PER","Upper middle income","Latin America & Caribbean"
"FEM",1987,18,1,"Editorial.Advisory.Board","Marcio","AR","Nahuz","Brazil","SE",NA,"Marcio AR Nahuz",2487,"BRA","Upper middle income","Latin America & Caribbean"
"FEM",1987,18,1,"Editorial.Advisory.Board","Nicholas","","Malajczuk","Australia","SE",NA,"Nicholas Malajczuk",2663,"AUS","High income: OECD","East Asia & Pacific"
"FEM",1987,18,1,"Editorial.Advisory.Board","Norman","","Myers","United Kingdom","SE",NA,"Norman Myers",2673,"GBR","High income: OECD","Europe & Central Asia"
"FEM",1987,18,1,"Editorial.Advisory.Board","Oscar","","Sziklai","Canada","SE",NA,"Oscar Sziklai",2744,"CAN","High income: OECD","North America"
"FEM",1987,18,1,"Editorial.Advisory.Board","Peter","H","Freer-Smith","United Kingdom","SE",NA,"Peter H Freer-Smith",2810,"GBR","High income: OECD","Europe & Central Asia"
"FEM",1987,18,1,"Editorial.Advisory.Board","Peter","","Hogberg","Sweden","SE",NA,"Peter Hogberg",2831,"SWE","High income: OECD","Europe & Central Asia"
"FEM",1987,18,1,"Editorial.Advisory.Board","Paul","J","Kalisz","USA","SE",NA,"Paul J Kalisz",2843,"USA","High income: OECD","North America"
"FEM",1987,18,1,"Editorial.Advisory.Board","Rorke","B","Bryan","Canada","SE",NA,"Rorke B Bryan",2999,"CAN","High income: OECD","North America"
"FEM",1987,18,1,"Editorial.Advisory.Board","Robert","L","Burgess","USA","SE",NA,"Robert L Burgess",3005,"USA","High income: OECD","North America"
